location,n_peak,peak_magnitude_norm,cluster_fd_km,cluster_fd_agg,cluster_fd_jenks,cluster_sturges_jenks,cluster_scott_jenks,mask_use,mobility,vaccination_1_dose,vaccination_full,reproduction_rate,new_tests,positive_rate,tests_per_case,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,life_expectancy,human_development_index
Cameroon,1.0,0.424523639018909,29.0,13.0,2.0,1.0,1.0,31.6,2.0,0.0,0.0,0.39,8833.666666666666,194.45200000000003,5.866666666666667,35.19,50885.0,18.8,3165.0,1919.0,3364926.0,23.8,244661.0,7.2,29.0,37.8,2735.0,59.29,563.0
Cameroon,2.0,0.236917494828135,8.0,13.0,1.0,1.0,1.0,25.88,20.0,386982.0,84408.0,0.54,8833.666666666666,266.0271,6.233333333333334,38.89,50885.0,18.8,3165.0,1919.0,3364926.0,23.8,244661.0,7.2,19.733333333333334,32.0,2735.0,59.29,563.0
Cameroon,3.0,0.137246186837628,8.0,32.0,1.0,1.0,1.0,23.74,33.0,903977.0,697097.0,0.43,8833.666666666666,71.83726666666666,4.166666666666667,30.56,50885.0,18.8,3165.0,1919.0,3364926.0,23.8,244661.0,7.2,1.2,20.4,2735.0,59.29,563.0
Canada,1.0,2.01891158551976,1.0,12.0,4.0,2.0,2.0,84.92,-48.0,156677.0,6.0,1.07,83429.0,0.0739,13.5,72.69,4037.0,41.4,16984.0,10797.0,44017591.0,0.5,105599.0,7.37,12.0,16.6,85198.0,82.43,929.0
Canada,2.0,2.22617604940976,1.0,7.0,4.0,2.0,2.0,80.28,-33.0,8402488.0,900049.0,1.11,133832.0,0.0674,14.8,75.46,4037.0,41.4,16984.0,10797.0,44017591.0,0.5,105599.0,7.37,12.0,16.6,85198.0,82.43,929.0
Canada,3.0,1.1335227577068,21.0,6.0,3.0,1.0,2.0,65.7,-15.0,28678189.0,26352475.0,1.1,112092.0,0.0478,20.9,72.69,4037.0,41.4,16984.0,10797.0,44017591.0,0.5,105599.0,7.37,12.0,16.6,78594.0,82.43,929.0
Canada,4.0,9.83063840509381,10.0,11.0,14.0,4.0,5.0,79.61,-25.0,31889685.0,29467043.0,1.27,137777.0,0.2451,4.1,78.24,4037.0,41.4,16984.0,10797.0,44017591.0,0.5,105599.0,7.37,12.0,16.6,78594.0,82.43,929.0
Canada,5.0,3.22895505352127,22.0,28.0,6.0,2.0,3.0,44.37,-19.0,33361793.0,31243831.0,0.86,7471.0,0.3126,3.2,42.59,4037.0,41.4,16984.0,10797.0,44017591.0,0.5,105599.0,7.37,12.0,16.6,79477.0,82.43,929.0
Cape Verde,1.0,1.73943782706023,32.0,12.0,4.0,1.0,2.0,70.2,-43.0,0.0,0.0,1.07,561.0,0.2074,4.8,68.52,135.58,25.7,4.46,3437.0,6222554.0,11.799999999999999,182219.0,2.42,2.1,16.5,25810.0,72.98,665.0
Cape Verde,2.0,5.05575363397414,31.0,4.0,9.0,3.0,4.0,61.5,-40.0,14618.0,2015.0,1.11,358630.3333333333,194.42956666666666,6.266666666666667,59.26,135.58,25.7,4.46,3437.0,6222554.0,11.799999999999999,182219.0,2.42,2.1,16.5,17368.850000000002,72.98,665.0
Cape Verde,3.0,14.6620340098964,16.0,16.0,18.0,5.0,7.0,45.43,-9.0,317822.0,260298.0,1.83,358630.3333333333,194.4295666666667,6.266666666666667,62.96,135.58,25.7,4.46,3437.0,6222554.0,11.799999999999999,182219.0,2.42,2.1,16.5,17795.850000000002,72.98,665.0
Central African Republic,1.0,0.612363184217948,29.0,6.0,2.0,1.0,1.0,70.19,12.0,95377.0,6700.0,0.12,16974.0,0.223,5.066666666666666,24.07,7479.0,18.3,3655.0,2251.0,661.24,8.066666666666666,435727.0,6.1,0.46666666666666673,12.166666666666666,16603.0,53.28,397.0
Central African Republic,2.0,0.162088220006373,8.0,32.0,1.0,1.0,1.0,70.28,20.0,619991.0,487076.0,0.51,70319.0,43.111533333333334,7.6000000000000005,18.52,7479.0,18.3,3655.0,2251.0,661.24,4.666666666666667,435727.0,6.1,0.8666666666666667,26.96666666666667,16603.0,53.28,397.0
Chad,1.0,0.0151365454360843,8.0,32.0,1.0,1.0,1.0,69.1,-23.0,0.0,0.0,1.12,11847.0,85.3848,9.966666666666667,87.04,11833.0,16.7,2486.0,1446.0,1768153.0,38.4,280995.0,6.1,0.7999999999999999,13.633333333333333,5818.0,54.24,398.0
Chad,2.0,0.0284289717824976,8.0,32.0,1.0,1.0,1.0,57.87,-5.0,0.0,0.0,1.18,11847.0,85.3848,9.966666666666667,74.07,11833.0,16.7,2486.0,1446.0,1768153.0,38.4,280995.0,6.1,0.7999999999999999,13.633333333333333,5818.0,54.24,398.0
Chad,3.0,0.0259664545949477,8.0,32.0,1.0,1.0,1.0,25.16,29.0,195340.0,75584.0,0.04,11847.0,279.69103333333334,6.433333333333333,22.22,11833.0,16.7,2486.0,1446.0,1768153.0,38.4,280995.0,6.1,0.7999999999999999,13.633333333333333,5818.0,54.24,398.0
Chile,1.0,3.12877203429037,22.0,28.0,6.0,2.0,3.0,93.15,-60.0,0.0,0.0,1.15,21265.0,0.3429,2.9,78.24,24282.0,35.4,11087.0,6938.0,22767037.0,1.3,127993.0,8.46,34.2,41.5,87171.33333333333,80.18,851.0
Chile,2.0,3.65655705327499,12.0,17.0,7.0,2.0,3.0,94.08,-42.0,7428664.0,4662181.0,1.05,77899.0,0.1224,8.2,81.94,24282.0,35.4,11087.0,6938.0,22767037.0,1.3,127993.0,8.46,34.2,41.5,94398.66666666667,80.18,851.0
Chile,3.0,17.866360269086,13.0,22.0,20.0,5.0,7.0,87.27,1.0,16869348.0,15857187.0,1.14,129605.0,0.2829,3.5,30.09,24282.0,35.4,11087.0,6938.0,22767037.0,1.3,127993.0,8.46,34.2,41.5,71463.0,80.18,851.0
Chile,4.0,4.46569398443158,23.0,23.0,8.0,2.0,3.0,77.29,20.0,16869348.0,15857187.0,1.22,50296.0,0.1368,7.3,27.31,24282.0,35.4,11087.0,6938.0,22767037.0,1.3,127993.0,8.46,34.2,41.5,71463.0,80.18,851.0
China,1.0,0.0240311732450382,8.0,32.0,1.0,1.0,1.0,68.18,-80.0,0.0,0.0,1.37,32110.0,194.55113333333335,5.233333333333333,75.46,147674.0,38.7,10641.0,5929.0,15308712.0,0.7,261899.0,9.74,1.9,48.4,73888.0,76.91,761.0
China,2.0,0.162081489931783,8.0,32.0,1.0,1.0,1.0,58.68,-60.0,1292981862.0,1215402950.0,1.13,1951009.0,149.71333333333334,5.566666666666666,79.17,147674.0,38.7,10641.0,5929.0,15308712.0,0.7,261899.0,9.74,1.9,48.4,21441.033333333336,76.91,761.0
Colombia,1.0,3.21168243993124,22.0,28.0,6.0,2.0,3.0,87.22,-32.0,0.0,0.0,1.11,86722.0,289.0,3.5,81.02,44223.0,32.2,7646.0,4312.0,13254949.0,4.5,124.24,7.44,4.7,13.5,65386.0,77.29,767.0
Colombia,2.0,5.67555181454279,25.0,4.0,10.0,3.0,4.0,83.26,3.0,10952297.0,5566656.0,1.06,119377.0,331.0,3.0,59.26,44223.0,32.2,7646.0,4312.0,13254949.0,4.5,124.24,7.44,4.7,13.5,65386.0,77.29,767.0
Colombia,3.0,5.53488823211916,31.0,4.0,9.0,3.0,4.0,72.47,19.0,39380312.0,29932016.0,1.34,55670.0,381.0,2.6,62.04,44223.0,32.2,7646.0,4312.0,13254949.0,4.5,124.24,7.44,4.7,13.5,65386.0,77.29,767.0
Congo,1.0,0.13883538487252,8.0,32.0,1.0,1.0,1.0,53.24,-20.0,0.0,0.0,0.79,357965.0,194.45200000000003,5.866666666666667,73.15,15405.0,19.0,3402.0,2063.0,4881406.0,37.0,344094.0,7.2,1.7,52.3,47964.0,64.57,574.0
Congo,2.0,0.221641289615642,8.0,13.0,1.0,1.0,1.0,34.06,18.0,296728.0,120492.0,0.88,357965.0,194.45200000000003,5.866666666666667,35.19,15405.0,19.0,3402.0,2063.0,4881406.0,37.0,344094.0,7.2,1.7,52.3,47964.0,64.57,574.0
Congo,3.0,0.314221248139489,29.0,13.0,1.0,1.0,1.0,34.73,21.0,632936.0,593287.0,0.62,357965.0,194.45200000000003,5.866666666666667,51.85,15405.0,19.0,3402.0,2063.0,4881406.0,37.0,344094.0,7.2,1.7,52.3,47964.0,64.57,574.0
Costa Rica,1.0,4.47914407816985,23.0,23.0,8.0,2.0,3.0,84.05,-24.0,3186909.0,1806341.0,1.07,7947.0,0.27,3.7,54.63,96079.0,33.6,9468.0,5694.0,15524995.0,1.3,137973.0,8.78,6.4,17.4,83841.0,80.28,0.81
Costa Rica,2.0,10.9439944238439,28.0,18.0,15.0,4.0,6.0,78.34,-13.0,4059525.0,3672941.0,1.21,10300.0,388.0,2.6,50.0,96079.0,33.6,9468.0,5694.0,15524995.0,1.3,137973.0,8.78,6.4,17.4,83841.0,80.28,0.81
Costa Rica,3.0,3.5499392252082,12.0,17.0,7.0,2.0,3.0,71.83,-4.0,4333233.0,4073239.0,0.03,6920.0,151.0,6.6,68.82666666666667,96079.0,33.6,9468.0,5694.0,15524995.0,1.3,137973.0,8.78,6.4,17.4,83841.0,80.28,0.81
Cote d'Ivoire,1.0,0.103211869281017,8.0,32.0,1.0,1.0,1.0,49.11,-9.0,0.0,0.0,1.3,1632.0,0.2747,3.6,62.96,76399.0,18.7,2933.0,1582.0,3601006.0,28.2,303.74,2.42,29.0,37.8,19351.0,57.78,538.0
Cote d'Ivoire,2.0,0.143064537278251,8.0,32.0,1.0,1.0,1.0,31.56,6.0,2110081.0,1983477.0,1.1,4097.0,0.1157,8.6,25.93,76399.0,18.7,2933.0,1582.0,3601006.0,28.2,303.74,2.42,1.0999999999999999,27.066666666666663,19351.0,57.78,538.0
Cote d'Ivoire,3.0,0.0869411157667831,8.0,32.0,1.0,1.0,1.0,36.58,31.0,6312167.0,5988314.0,1.17,27572.0,0.0511,19.6,17.59,76399.0,18.7,2933.0,1582.0,3601006.0,28.2,303.74,2.42,6.433333333333334,39.46666666666666,19351.0,57.78,538.0
Cote d'Ivoire,4.0,0.324100711323125,29.0,13.0,1.0,1.0,1.0,34.11,56.0,6315788.0,5991795.0,1.9,3464.0,0.2822,3.5,13.89,76399.0,18.7,2933.0,1582.0,3601006.0,28.2,303.74,2.42,6.433333333333334,39.46666666666666,19351.0,57.78,538.0
Croatia,1.0,8.40785923903966,30.0,25.0,13.0,3.0,5.0,36.22,-35.0,0.0,0.0,1.06,9340.0,0.3567,2.8,52.78,73726.0,44.0,19724.0,13053.0,22669797.0,0.7,253782.0,5.59,34.3,39.9,87171.33333333333,78.49,851.0
Croatia,2.0,5.21998008433364,31.0,4.0,9.0,3.0,4.0,25.15,-7.0,553883.0,139647.0,1.1,114511.66666666667,0.2649,3.8,52.78,73726.0,44.0,19724.0,13053.0,22669797.0,0.7,253782.0,5.59,34.3,39.9,87171.33333333333,78.49,851.0
Croatia,3.0,12.3173852820773,3.0,1.0,17.0,4.0,6.0,29.9,5.0,2034043.0,1851543.0,1.16,21433.333333333332,0.4228,2.4,35.19,73726.0,44.0,19724.0,13053.0,22669797.0,0.7,253782.0,5.59,34.3,39.9,90681.33333333333,78.49,851.0
Croatia,4.0,20.3225895718501,9.0,21.0,21.0,6.0,8.0,29.98,-1.0,2298594.0,2160679.0,1.15,14525.0,0.4626,2.2,37.96,73726.0,44.0,19724.0,13053.0,22669797.0,0.7,253782.0,5.59,34.3,39.9,90681.33333333333,78.49,851.0
Cuba,1.0,7.86315346836842,19.0,5.0,12.0,3.0,5.0,76.19,-13.0,4549702.0,2777719.0,1.09,19211.333333333332,129.46083333333334,4.366666666666666,65.28,110408.0,43.1,14738.0,9719.0,18476000.666666668,0.9,190968.0,8.27,17.1,53.3,85198.0,78.8,783.0
Cuba,2.0,2.77887251857229,22.0,7.0,5.0,2.0,3.0,72.77,-4.0,10549618.0,9788341.0,1.25,195232.0,100.8673,3.6666666666666665,29.63,110408.0,43.1,14738.0,9719.0,22814697.0,9.0,190968.0,8.27,17.1,53.3,85198.0,78.8,783.0
Cuba,3.0,0.686620716930011,29.0,6.0,2.0,1.0,1.0,44.41,9.0,10640456.0,9910122.0,1.13,195232.0,100.8673,3.6666666666666665,29.63,110408.0,43.1,14738.0,9719.0,22814697.0,9.0,190968.0,8.27,17.1,53.3,85198.0,78.8,783.0
Cyprus,1.0,8.61536481590912,30.0,25.0,13.0,3.0,5.0,62.23,-26.0,170820.0,59488.0,1.14,55566.0,0.0137,73.1,69.44,127657.0,37.3,13416.0,8563.0,32415132.0,1.0,141171.0,9.24,19.6,52.7,90681.33333333333,80.98,887.0
Cyprus,2.0,10.6739410293512,28.0,15.0,15.0,4.0,6.0,55.18,-12.0,505592.0,424614.0,1.23,72874.0,15.0,66.5,51.85,127657.0,37.3,13416.0,8563.0,32415132.0,1.0,141171.0,9.24,19.6,52.7,89798.33333333333,80.98,887.0
Cyprus,3.0,42.8558437173415,2.0,30.0,28.0,8.0,10.0,30.97,-20.0,654034.0,614792.0,1.41,77255.0,0.0382,26.2,45.37,127657.0,37.3,13416.0,8563.0,32415132.0,1.0,141171.0,9.24,19.6,52.7,89798.33333333333,80.98,887.0
Cyprus,4.0,48.6403764506467,11.0,9.0,29.0,9.0,11.0,53.21,-12.0,692970.0,651392.0,1.13,82488.0,0.0535,18.7,38.89,127657.0,37.3,13416.0,8563.0,32415132.0,1.0,141171.0,9.24,19.6,52.7,89798.33333333333,80.98,887.0
Czechia,1.0,10.9609805683841,28.0,18.0,15.0,4.0,6.0,50.98,-42.0,0.0,0.0,1.18,47498.0,321.0,3.1,73.15,137176.0,43.3,19027.0,11.58,32605906.0,1.0,227485.0,6.82,30.5,38.3,90681.33333333333,79.38,0.9
Czechia,2.0,10.0652227233129,10.0,11.0,14.0,4.0,6.0,51.48,-45.0,28349.0,4.0,1.19,69093.0,214.0,4.7,73.15,137176.0,43.3,19027.0,11.58,32605906.0,1.0,227485.0,6.82,30.5,38.3,90681.33333333333,79.38,0.9
Czechia,3.0,11.0127239849183,28.0,18.0,15.0,4.0,6.0,54.69,-42.0,502932.0,256973.0,1.1,118619.0,131.0,7.6,75.0,137176.0,43.3,19027.0,11.58,32605906.0,1.0,227485.0,6.82,30.5,38.3,89798.33333333333,79.38,0.9
Czechia,4.0,16.1250728216847,27.0,31.0,19.0,5.0,7.0,35.0,-7.0,6647319.0,6248480.0,1.21,129734.0,158.0,6.3,52.78,137176.0,43.3,19027.0,11.58,32605906.0,0.8333333333333334,227485.0,6.82,30.5,38.3,85198.0,79.38,0.9
Czechia,5.0,30.8559102073661,24.0,10.0,26.0,7.0,9.0,31.51,-16.0,6942309.0,6525770.0,1.27,175359.0,233.0,4.3,41.67,137176.0,43.3,19027.0,11.58,32605906.0,0.8333333333333334,227485.0,6.82,30.5,38.3,85198.0,79.38,0.9
Democratic Republic of Congo,1.0,0.0140199439120577,8.0,32.0,1.0,1.0,1.0,34.13,-24.0,0.0,0.0,1.16,16974.0,194.46826666666666,5.7,80.56,35879.0,17.0,3.02,1745.0,808133.0,77.1,318949.0,6.1,29.0,37.8,4472.0,60.68,0.48
Democratic Republic of Congo,2.0,0.0213438062488488,8.0,32.0,1.0,1.0,1.0,37.33,-7.0,0.0,0.0,1.06,16974.0,194.46826666666666,5.7,25.0,35879.0,17.0,3.02,1745.0,808133.0,77.1,318949.0,6.1,29.0,37.8,4472.0,60.68,0.48
Democratic Republic of Congo,3.0,0.0366982348902401,8.0,32.0,1.0,1.0,1.0,45.78,1.0,46137.0,1685.0,1.15,16974.0,194.46826666666666,5.7,41.67,35879.0,17.0,3.02,1745.0,808133.0,77.1,318949.0,6.1,29.0,37.8,4472.0,60.68,0.48
Democratic Republic of Congo,4.0,0.0853801307987831,8.0,32.0,1.0,1.0,1.0,39.76,58.0,217382.0,97680.0,1.05,28447.0,194.44126666666668,6.033333333333334,38.89,35879.0,17.0,3.02,1745.0,808133.0,77.1,318949.0,6.1,29.0,37.8,4472.0,60.68,0.48
Denmark,1.0,5.44421159961526,31.0,4.0,9.0,3.0,4.0,19.01,-35.0,2.0,1.0,1.2,133887.0,0.0291,34.4,51.85,136.52,42.3,19677.0,12325.0,46682515.0,0.2,114767.0,6.41,19.3,18.8,85198.0,80.9,0.94
Denmark,2.0,74.5631249581986,5.0,24.0,32.0,10.0,13.0,10.98,-22.0,4849452.0,4558485.0,1.05,114254.0,0.2694,3.7,16.67,136.52,42.3,19677.0,12325.0,46682515.0,0.2,114767.0,6.41,19.3,18.8,85198.0,80.9,0.94
Djibouti,1.0,1.37390991345878,32.0,27.0,3.0,1.0,2.0,37.61,-23.0,0.0,0.0,1.36,5673.333333333333,194.40003333333334,7.466666666666666,59.26,41285.0,25.4,4213.0,2.38,2705406.0,22.5,258037.0,6.05,1.7,24.5,24651.0,67.11,524.0
Djibouti,2.0,1.65714886876366,32.0,12.0,4.0,1.0,2.0,30.91,-13.0,8029.0,0.0,1.35,5673.333333333333,194.4147,6.7,34.26,41285.0,25.4,4213.0,2.38,2705406.0,22.5,258037.0,6.05,1.7,24.5,24651.0,67.11,524.0
Djibouti,3.0,0.651327808000318,29.0,6.0,2.0,1.0,1.0,35.69,16.0,48574.0,26284.0,0.92,5673.333333333333,194.4147,6.7,43.52,41285.0,25.4,4213.0,2.38,2705406.0,22.5,258037.0,6.05,1.7,24.5,24651.0,67.11,524.0
Djibouti,4.0,0.856813495838472,21.0,6.0,2.0,1.0,1.0,35.69,18.0,119477.0,26284.0,1.56,5673.333333333333,266.0271,6.233333333333333,43.52,41285.0,25.4,4213.0,2.38,2705406.0,22.5,258037.0,6.05,1.7,24.5,24651.0,67.11,524.0
Dominican Republic,1.0,1.24994934062199,21.0,27.0,3.0,1.0,2.0,89.42,-38.0,0.0,0.0,1.08,3867.0,357.0,2.8,78.7,222873.0,27.6,6981.0,4419.0,14600861.0,1.6,266653.0,8.2,8.5,19.1,55182.0,74.08,756.0
Dominican Republic,2.0,1.41202191499187,32.0,27.0,3.0,1.0,2.0,87.03,-37.0,0.0,0.0,1.1,5741.0,0.2495,4.0,70.37,222873.0,27.6,6981.0,4419.0,14600861.0,1.6,266653.0,8.2,8.5,19.1,55182.0,74.08,756.0
Dominican Republic,3.0,1.12818986857024,21.0,6.0,3.0,1.0,2.0,79.86,-12.0,3432764.0,1201200.0,1.11,21213.0,0.2551,3.9,62.96,222873.0,27.6,6981.0,4419.0,14600861.0,1.6,266653.0,8.2,8.5,19.1,55182.0,74.08,756.0
Dominican Republic,4.0,0.937777474472622,21.0,6.0,3.0,1.0,1.0,70.43,1.0,6824815.0,5460820.0,1.03,9703.0,0.1263,7.9,41.67,222873.0,27.6,6981.0,4419.0,14600861.0,1.6,266653.0,8.2,8.5,19.1,55182.0,74.08,756.0
Dominican Republic,5.0,5.23274684777585,31.0,4.0,9.0,3.0,4.0,70.21,0.0,6974830.0,5740955.0,1.36,9703.0,0.7947,1.3,37.96,222873.0,27.6,6981.0,4419.0,14600861.0,1.6,266653.0,8.2,8.5,19.1,55182.0,74.08,756.0
Ecuador,1.0,1.10132525171756,21.0,6.0,3.0,1.0,2.0,89.31,-44.0,1193052.0,240816.0,1.02,2662.0,383.0,2.6,75.46,66939.0,28.1,7104.0,4458.0,10581936.0,3.6,140448.0,5.55,2.0,12.3,80635.0,77.01,759.0
Ecuador,2.0,4.36956092136889,23.0,23.0,8.0,2.0,3.0,79.47,-7.0,14590485.0,13158219.0,1.24,12874.0,669.0,1.5,60.65,66939.0,28.1,7104.0,4458.0,10581936.0,3.6,140448.0,5.55,2.0,12.3,80635.0,77.01,759.0
Egypt,1.0,0.144679189936976,8.0,32.0,1.0,1.0,1.0,48.55,-33.0,0.0,0.0,1.07,10949.333333333334,194.39740000000003,7.666666666666667,71.3,97999.0,25.3,5159.0,2891.0,10550206.0,1.3,525432.0,17.31,0.2,50.1,89827.0,71.99,707.0
Egypt,2.0,0.117448954849918,8.0,32.0,1.0,1.0,1.0,40.66,-14.0,0.0,0.0,1.23,10949.333333333334,194.39740000000003,7.666666666666667,65.74,97999.0,25.3,5159.0,2891.0,10550206.0,1.3,525432.0,17.31,0.2,50.1,89827.0,71.99,707.0
Egypt,3.0,0.111952507847132,8.0,32.0,1.0,1.0,1.0,41.14,-21.0,1334635.0,267349.0,1.04,21835.666666666668,127.74436666666668,6.599999999999999,65.74,97999.0,25.3,5159.0,2891.0,10550206.0,1.3,525432.0,17.31,0.2,50.1,89827.0,71.99,707.0
Egypt,4.0,0.210029992558926,8.0,13.0,1.0,1.0,1.0,27.55,20.0,39174879.0,28440704.0,1.11,62145.0,434.0,2.5,43.52,97999.0,25.3,5159.0,2891.0,10550206.0,1.3,525432.0,17.31,0.2,50.1,89827.0,71.99,707.0
Estonia,1.0,10.8054101178119,28.0,15.0,15.0,4.0,6.0,62.9,-39.0,132963.0,55977.0,1.08,5081.0,0.2015,5.0,67.59,31033.0,42.7,19452.0,13491.0,29481252.0,0.5,255569.0,4.02,24.5,39.3,90681.33333333333,78.74,892.0
Estonia,2.0,12.3067077118751,3.0,1.0,17.0,4.0,6.0,46.5,-15.0,795128.0,747421.0,1.15,7545.0,0.2074,4.8,32.41,31033.0,42.7,19452.0,13491.0,29481252.0,0.5,255569.0,4.02,24.5,39.3,90681.33333333333,78.74,892.0
Estonia,3.0,47.8355663655497,11.0,9.0,29.0,9.0,11.0,51.87,-21.0,855589.0,804254.0,1.2,13862.0,0.5233,1.9,54.63,31033.0,42.7,19452.0,13491.0,29481252.0,0.5,255569.0,4.02,24.5,39.3,90681.33333333333,78.74,892.0
Eswatini,1.0,1.88679349820713,1.0,12.0,4.0,2.0,2.0,53.18,-29.0,0.0,0.0,1.01,8609.0,276.36043333333333,6.033333333333334,75.0,79492.0,21.5,3163.0,1845.0,7738975.0,5.066666666666666,333436.0,3.94,1.7,16.5,24097.0,60.19,611.0
Eswatini,2.0,5.84117994771843,25.0,4.0,10.0,3.0,4.0,53.14,6.0,73612.0,62552.0,1.24,8609.0,194.41523333333336,6.7,62.96,79492.0,21.5,3163.0,1845.0,7738975.0,5.066666666666666,333436.0,3.94,1.7,16.5,24097.0,60.19,611.0
Eswatini,3.0,7.6412133605238,19.0,5.0,12.0,3.0,5.0,53.14,23.0,324400.0,293712.0,1.69,8609.0,194.4742,3.9,49.07,79492.0,21.5,3163.0,1845.0,7738975.0,5.066666666666666,333436.0,3.94,1.7,16.5,24097.0,60.19,611.0
Ethiopia,1.0,0.122365200382796,8.0,32.0,1.0,1.0,1.0,60.99,-10.0,0.0,0.0,1.23,20153.0,0.0731,13.7,80.56,104957.0,19.8,3526.0,2063.0,1729927.0,26.7,182634.0,7.47,0.4,8.5,7.96,66.6,485.0
Ethiopia,2.0,0.172713094214274,8.0,32.0,1.0,1.0,1.0,59.35,-13.0,0.0,0.0,1.09,9017.0,256.0,3.9,43.52,104957.0,19.8,3526.0,2063.0,1729927.0,26.7,182634.0,7.47,0.4,8.5,7.96,66.6,485.0
Ethiopia,3.0,0.112329446776559,8.0,32.0,1.0,1.0,1.0,45.77,12.0,2330700.0,2190858.0,1.06,8430.0,0.1688,5.9,43.52,104957.0,19.8,3526.0,2063.0,1729927.0,26.7,182634.0,7.47,0.4,8.5,7.96,66.6,485.0
Ethiopia,4.0,0.300585000113552,29.0,13.0,1.0,1.0,1.0,40.04,51.0,9452716.0,8885553.0,1.61,18442.333333333332,0.4132,2.4,40.74,104957.0,19.8,3526.0,2063.0,1729927.0,26.7,182634.0,7.47,0.4,8.5,7.96,66.6,485.0
Fiji,1.0,10.6199020876514,28.0,15.0,15.0,4.0,6.0,55.73,-37.0,463120.0,112910.0,1.08,3170.0,194.48313333333337,5.566666666666666,67.59,49562.0,28.6,6224.0,3284.0,8702975.0,1.4,412.82,14.49,10.2,34.8,66425.0,67.44,743.0
Fiji,2.0,3.94291416613893,12.0,17.0,7.0,2.0,3.0,72.2,-9.0,670740.0,610881.0,1.61,1810.6666666666667,167.45603333333335,5.633333333333334,90.74,49562.0,28.6,6224.0,3284.0,8702975.0,1.4,412.82,14.49,10.2,34.8,66425.0,67.44,743.0
Finland,1.0,15.0055988810184,27.0,16.0,18.0,5.0,7.0,48.87,-9.0,4484531.0,4215459.0,1.33,8875.0,481.0,2.1,24.07,18136.0,42.8,21228.0,13264.0,40585721.0,0.5333333333333333,153507.0,5.76,18.3,22.6,85198.0,81.91,938.0
France,1.0,7.55570630754068,19.0,5.0,12.0,3.0,5.0,75.83,-45.0,0.0,0.0,1.34,435976.0,155.0,6.5,78.7,122578.0,42.0,19718.0,13079.0,38605671.0,0.8000000000000002,86.06,4.77,30.1,35.6,85198.0,82.66,901.0
France,2.0,50.7627465806277,17.0,8.0,30.0,9.0,11.0,59.79,-18.0,53780140.0,50553332.0,1.13,1025505.0,281.0,3.6,66.67,122578.0,42.0,19718.0,13079.0,38605671.0,0.8000000000000002,86.06,4.77,30.1,35.6,81020.0,82.66,901.0
France,3.0,20.0246190543793,9.0,21.0,21.0,6.0,8.0,25.72,-10.0,54117354.0,50870313.0,1.11,363212.0,0.29,3.4,23.15,122578.0,42.0,19718.0,13079.0,38605671.0,0.8000000000000002,86.06,4.77,30.1,35.6,81020.0,82.66,901.0
Gabon,1.0,0.488098261382701,29.0,13.0,2.0,1.0,1.0,86.45,-23.0,0.0,0.0,1.02,18669.666666666668,194.3909,8.3,84.26,7859.0,23.1,4.45,2976.0,16562413.0,3.4,259967.0,7.2,29.0,37.8,84983.66666666667,66.47,703.0
Gabon,2.0,0.664285463023276,29.0,6.0,2.0,1.0,1.0,57.72,-19.0,0.0,0.0,1.2,18669.666666666668,194.3909,8.3,65.74,7859.0,23.1,4.45,2976.0,16562413.0,3.4,259967.0,7.2,29.0,37.8,84983.66666666667,66.47,703.0
Gabon,3.0,0.918387043531586,21.0,6.0,3.0,1.0,1.0,74.94,17.0,108742.0,79092.0,1.23,18669.666666666668,0.0914,10.9,55.56,7859.0,23.1,4.45,2976.0,16562413.0,3.4,259967.0,7.2,29.0,37.8,84983.66666666667,66.47,703.0
Gabon,4.0,1.55205906195578,32.0,27.0,3.0,1.0,2.0,35.12,31.0,277258.0,198804.0,0.98,18669.666666666668,0.3104,3.2,41.67,7859.0,23.1,4.45,2976.0,16562413.0,3.4,259967.0,7.2,29.0,37.8,88261.66666666667,66.47,703.0
Gambia,1.0,0.407339353610236,29.0,13.0,2.0,1.0,1.0,53.98,-9.0,0.0,0.0,1.17,11847.0,194.44613333333334,5.966666666666666,77.78,207566.0,17.5,2339.0,1417.0,1561767.0,10.1,331.43,1.91,0.7,31.2,7876.0,62.05,496.0
Gambia,2.0,0.127167831763468,8.0,32.0,1.0,1.0,1.0,42.3,-2.0,0.0,0.0,0.97,11847.0,194.44613333333334,5.966666666666666,44.44,207566.0,17.5,2339.0,1417.0,1561767.0,10.1,331.43,1.91,0.7,31.2,7876.0,62.05,496.0
Gambia,3.0,0.371510499626623,29.0,13.0,2.0,1.0,1.0,42.3,18.0,99235.0,78822.0,0.93,11847.0,0.2571,3.9,33.33,207566.0,17.5,2339.0,1417.0,1561767.0,10.1,331.43,1.91,0.7,31.2,7876.0,62.05,496.0
Gambia,4.0,0.287060762140937,8.0,13.0,1.0,1.0,1.0,42.3,29.0,290826.0,273376.0,0.48,11847.0,0.5258,1.9,13.89,207566.0,17.5,2339.0,1417.0,1561767.0,10.1,331.43,1.91,0.7,31.2,7876.0,62.05,496.0
Georgia,1.0,10.3796862616881,28.0,15.0,15.0,4.0,6.0,72.26,-41.0,0.0,0.0,1.09,22005.0,194.39740000000003,7.666666666666667,84.26,65032.0,38.7,14864.0,10244.0,9745079.0,4.2,496218.0,7.11,5.3,55.5,81286.0,73.77,812.0
