index,n_pico,location,peak_date,peak_magnitude,peak_magnitude_norm,bins_fd,bins_sturges,bins_scott,mask_use,mobility,vaccination_1_dose,vaccination_full,iso_code,continent,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
1173,12,Ghana,2021-12-30,967.360650263556,0.304852120306446,1,1,1,41.92,26.0,5893092.0,2528872.0,GHA,Africa,141295,962857,1287,2571,4452743.0,0.0,30343.0,40558.0,0.0,81.0,1.2,,,,,,,,,2132704.0,,67.21,,5200.0,164.0,0.1852,5.4,tests performed,,,,,,59476.0,,,,,1874.0,14820.0,47.0,51.85,31732128,126719.0,21.1,3385.0,1948.0,4227.63,12.0,298245.0,4.97,0.3,7.7,41047.0,0.9,64.07,611.0,,,,
1204,9,Greece,2022-01-05,30315.3197367958,29.231568118281,25,7,9,74.87,-18.0,7515910.0,7064956.0,GRC,Europe,1388309,36228,21115,68429,133867792.0,4183498.0,3493287.0,2036015.0,5978.0,6598.0,1.47,,,,,,,,,49042127.0,416400.0,4728891.0,40151.0,394619.0,38051.0,0.0918,10.9,samples tested,17812398.0,7510875.0,7094445.0,3781031.0,94513.0,72791.0,171.76,72.42,68.41,36.46,7019.0,9315.0,0.09,77.78,10370747,83479.0,45.3,20396.0,14524.0,24574382.0,1.5,175695.0,4.55,35.3,52.0,,4.21,82.24,888.0,,,,
1394,2,India,2020-09-13,90724.6634601957,0.651098574155689,2,1,1,68.06,-34.0,,,IND,Asia,4846427,91687714,79722,1154286,3478108.0,66076.0,65801.0,57214.0,815.0,828.0,1.07,,,,,,,,,56260928.0,1071702.0,40376.0,769.0,1061398.0,762.0,0.0864,11.6,samples tested,,,,,,,,,,,,,,85.65,1393409033,450419.0,28.2,5989.0,3414.0,6426674.0,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,645.0,,,,
1395,3,India,2021-05-04,375580.686375817,2.69540872407863,5,2,3,80.63,-61.0,132304449.0,30448623.0,IND,Asia,20664979,381123714,226188,3571571,14830519.0,274253.0,273519.0,162327.0,2713.0,2563.0,1.12,,,,,,,,,293310779.0,1663742.0,210499.0,1194.0,1761557.0,1264.0,0.2164,4.6,samples tested,157750752.0,128627919.0,29122833.0,,1668616.0,1838788.0,11.32,9.23,2.09,,1320.0,1052090.0,76.0,73.61,1393409033,450419.0,28.2,5989.0,3414.0,6426674.0,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,645.0,,,,
1398,6,India,2022-01-21,278279.818415067,1.99711507407077,4,2,2,64.59,-11.0,877381409.0,667163363.0,IND,Asia,38903731,293252714,488884,447429,27919821.0,242358.0,210457.0,350855.0,0.35,321.0,1.31,,,,,,,,,711538938.0,2182108.0,510646.0,1566.0,1777122.0,1275.0,165.0,6.1,samples tested,1609613007.0,925500152.0,677041072.0,7071783.0,9279228.0,7590638.0,115.52,66.42,48.59,0.51,5448.0,3059055.0,0.22,83.8,1393409033,450419.0,28.2,5989.0,3414.0,6426674.0,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,645.0,,,,
1403,3,Indonesia,2021-01-27,12150.0419710932,0.439642616984849,2,1,1,77.08,-29.0,308003.0,4557.0,IDN,Asia,1024298,12050,28855,285429,3706366.0,43233.0,43602.0,104.41,1.4,1033.0,1.07,,,,,,,,,,,,,,,,,,308003.0,308003.0,,,62318.0,28915.0,0.11,0.11,,,105.0,28915.0,0.01,64.35,276361788,145725.0,29.3,5319.0,3053.0,11188744.0,5.7,342864.0,6.32,2.8,76.1,64204.0,1.04,71.72,718.0,,,,
1405,5,Indonesia,2021-07-17,44114.445781216,1.59625706941858,3,1,2,77.48,-35.0,41268627.0,16217855.0,IDN,Asia,2832755,48821286,72489,1004571,10250169.0,187985.0,176657.0,262297.0,3951.0,3635.0,1.19,,,,,,,,,15655812.0,188551.0,56.65,682.0,162382.0,588.0,0.3007,3.3,people tested,57486482.0,41268627.0,16217855.0,,1316942.0,903439.0,20.8,14.93,5.87,,3269.0,725079.0,262.0,71.76,276361788,145725.0,29.3,5319.0,3053.0,11188744.0,5.7,342864.0,6.32,2.8,76.1,64204.0,1.04,71.72,718.0,,,,
1406,6,Indonesia,2022-02-18,50882.9729546605,1.84117251964879,4,2,2,67.14,-13.0,189310749.0,139140467.0,IDN,Asia,5089637,54513429,146044,155143,18416573.0,215786.0,197254.0,528452.0,782.0,561.0,1.28,,,,,,,,,53603989.0,307607.0,193963.0,1113.0,317986.0,1151.0,0.1714,5.8,people tested,337806448.0,189307384.0,139140467.0,8326622.0,1346827.0,1112034.0,122.23,68.5,50.35,3.01,4024.0,198376.0,72.0,68.98,276361788,145725.0,29.3,5319.0,3053.0,11188744.0,5.7,342864.0,6.32,2.8,76.1,64204.0,1.04,71.72,718.0,,,,
1415,5,Iran,2020-11-26,13291.8054260676,1.56321289715005,3,1,2,54.27,-14.0,,,IRN,Asia,908346,13318429,46689,467429,10682809.0,164192.0,156634.0,549097.0,5669.0,5497.0,1.07,,,,,,,,,5955724.0,42495.0,70044.0,0.5,41169.0,484.0,0.3235,3.1,tests performed,,,,,,,,,,,,,,72.69,85028760,49831.0,32.4,5.44,3182.0,19082.62,0.2,270308.0,9.59,0.8,21.1,,1.5,76.68,783.0,,,,
1418,8,Iran,2021-04-17,22966.2531525373,2.70099824489235,5,2,3,54.13,-16.0,394431.0,120705.0,IRN,Asia,2215445,23766714,66327,299286,26055243.0,250645.0,279514.0,780054.0,3752.0,3.52,1.17,,,,,,,,,,,,,98018.0,1153.0,0.2425,4.1,tests performed,,,,,,12031.0,,,,,141.0,9865.0,12.0,81.48,85028760,49831.0,32.4,5.44,3182.0,19082.62,0.2,270308.0,9.59,0.8,21.1,,1.5,76.68,783.0,,,,
1419,9,Iran,2021-08-13,37462.4072246379,4.40585129368438,8,2,3,47.65,5.0,14578091.0,3854354.0,IRN,Asia,4359385,38102,96742,522286,51269535.0,460068.0,448107.0,1137756.0,6198.0,6142.0,1.11,,,,,,,,,26984630.0,94633.0,317359.0,1113.0,97015.0,1141.0,0.3927,2.5,tests performed,,,,,,534642.0,,,,,6288.0,411111.0,483.0,68.06,85028760,49831.0,32.4,5.44,3182.0,19082.62,0.2,270308.0,9.59,0.8,21.1,,1.5,76.68,783.0,,,,
1420,10,Iran,2022-02-07,30903.1802880967,3.63443854621621,7,2,3,42.42,17.0,61285990.0,54561630.0,IRN,Asia,6619085,35130143,132934,68571,77845249.0,468.3,413156.0,1563.4,1223.0,806.0,1.36,,,,,,,,,45505835.0,,535182.0,,102338.0,1204.0,0.3433,2.9,tests performed,135705646.0,61170578.0,54561630.0,19973438.0,440974.0,500479.0,159.6,71.94,64.17,23.49,5886.0,57163.0,67.0,62.04,85028760,49831.0,32.4,5.44,3182.0,19082.62,0.2,270308.0,9.59,0.8,21.1,,1.5,76.68,783.0,,,,
1472,2,Italy,2020-11-12,33807.3852112154,5.60026528380084,10,3,4,92.76,-40.0,,,ITA,Europe,1066401,34503143,43589,485286,17665159.0,629097.0,571552.0,722061.0,10535.0,8039.0,1.12,3170.0,52512.0,33043.0,547364.0,,,17422.0,288599.0,18200508.0,234672.0,301495.0,3887.0,211837.0,3509.0,0.1629,6.1,tests performed,,,,,,,,,,,,,,82.41,60367471,205859.0,47.9,23021.0,16.24,35220084.0,2.0,113151.0,4.78,19.8,27.8,,3.18,83.51,892.0,,,,
1476,6,Italy,2022-01-15,174302.665690802,28.8736073921006,25,7,9,83.66,-22.0,49685652.0,45349922.0,ITA,Europe,8549450,181164714,140856,282143,141623458.0,3196026.0,3001032.0,2333.31,5102.0,4674.0,1.16,1677.0,27.78,20047.0,332083.0,1030.0,17062.0,11304.0,187253.0,154869351.0,1217830.0,2565444.0,20174.0,1100489.0,18.23,0.1646,6.1,tests performed,120062801.0,49426408.0,45349268.0,26792603.0,700393.0,663990.0,198.89,81.88,75.12,44.38,10999.0,78440.0,0.13,73.15,60367471,205859.0,47.9,23021.0,16.24,35220084.0,2.0,113151.0,4.78,19.8,27.8,,3.18,83.51,892.0,,,,
1483,5,Jamaica,2020-09-21,155.751892736627,0.523806568695437,2,1,1,74.87,-27.0,,,JAM,North America,5143,172857,70,3714,1729634.0,52128.0,58133.0,23542.0,1009.0,1249.0,1.13,,,,,,,,,73475.0,577.0,24.71,194.0,719.0,242.0,0.2404,4.2,samples tested,,,,,,,,,,,,,,75.0,2973462,266879.0,31.4,9684.0,6.39,8193571.0,,206537.0,11.28,5.3,28.6,66425.0,1.7,74.47,734.0,,,,
1486,8,Jamaica,2021-03-14,619.771282130987,2.08434236634262,4,2,2,75.84,-29.0,12099.0,0.0,JAM,North America,30499,639,485,4571,10257067.0,197413.0,214901.0,163.11,336.0,1537.0,1.15,,,,,,,,,,,,,2305.0,775.0,0.2772,3.6,samples tested,12099.0,12099.0,,,,2420.0,0.41,0.41,,,814.0,2420.0,81.0,71.3,2973462,266879.0,31.4,9684.0,6.39,8193571.0,,206537.0,11.28,5.3,28.6,66425.0,1.7,74.47,734.0,,,,
1487,9,Jamaica,2021-09-01,675.466047310219,2.27164849360852,5,2,2,77.03,-7.0,411755.0,145171.0,JAM,North America,68482,664429,1549,16857,23031066.0,118044.0,223453.0,520942.0,10426.0,5669.0,1.11,,,,,,,,,550980.0,1685.0,185299.0,567.0,1805.0,607.0,0.3681,2.7,samples tested,550010.0,409492.0,145171.0,,7122.0,7576.0,18.5,13.77,4.88,,2548.0,7365.0,248.0,74.07,2973462,266879.0,31.4,9684.0,6.39,8193571.0,,206537.0,11.28,5.3,28.6,66425.0,1.7,74.47,734.0,,,,
1488,10,Jamaica,2022-01-14,1250.21018817475,4.2045608390985,8,2,3,77.03,-5.0,731104.0,592407.0,JAM,North America,108983,1360,2517,4,36651889.0,424421.0,457379.0,846488.0,1009.0,1345.0,1.38,,,,,,,,,749891.0,,252195.0,,3261.0,1097.0,417.0,2.4,samples tested,1256326.0,728841.0,592407.0,13362.0,,3627.0,42.25,24.51,19.92,0.45,1220.0,1228.0,41.0,74.07,2973462,266879.0,31.4,9684.0,6.39,8193571.0,,206537.0,11.28,5.3,28.6,66425.0,1.7,74.47,734.0,,,,
1489,11,Jamaica,2022-05-29,290.371781437035,0.976544450331079,3,1,1,77.03,8.0,794824.0,717076.0,JAM,North America,136313,236143,3049,2429,45843196.0,218.6,79417.0,1025404.0,1682.0,817.0,1.24,,,,,,,,,,,,,2777.0,934.0,85.0,11.8,samples tested,1436924.0,800269.0,697918.0,40400.0,,588.0,48.32,26.91,23.47,1.36,198.0,285.0,0.01,11.11,2973462,266879.0,31.4,9684.0,6.39,8193571.0,,206537.0,11.28,5.3,28.6,66425.0,1.7,74.47,734.0,,,,
1494,5,Japan,2021-08-22,21644.4661274517,1.71712252633864,4,1,2,92.95,-29.0,66849648.0,51775600.0,JPN,Asia,1308422,22649714,15636,32286,10380117.0,177.27,179687.0,124045.0,0.19,256.0,1.2,,,,,,,,,19680108.0,55312.0,156128.0,439.0,111991.0,888.0,0.2022,4.9,people tested,125828811.0,69829965.0,55998846.0,,1250534.0,1251743.0,99.82,55.4,44.43,,9930.0,586258.0,465.0,52.31,126050796,347778.0,48.2,27049.0,18493.0,39002223.0,,79.37,5.72,11.2,33.7,,13.05,84.63,919.0,,,,
1495,6,Japan,2022-02-07,88059.3156617201,6.98601821298456,11,3,4,92.55,-27.0,101759607.0,95654031.0,JPN,Asia,3377378,91274,19454,91714,26793786.0,538981.0,724105.0,154335.0,896.0,728.0,1.23,,,,,,,,,33773142.0,316989.0,267933.0,2515.0,227752.0,1807.0,0.4008,2.5,people tested,212787114.0,101647749.0,100148693.0,10990672.0,808497.0,697228.0,168.81,80.64,79.45,8.72,5531.0,13448.0,11.0,47.22,126050796,347778.0,48.2,27049.0,18493.0,39002223.0,,79.37,5.72,11.2,33.7,,13.05,84.63,919.0,,,,
1502,5,Jordan,2020-11-16,5157.32987348566,5.02222107761154,9,3,4,61.37,-11.0,,,JOR,Asia,149539,4936143,1843,78286,14562146.0,570746.0,480683.0,179472.0,6914.0,7623.0,1.1,,,,,,,,,2210501.0,26475.0,215259.0,2578.0,20304.0,1977.0,0.2431,4.1,tests performed,,,,,,,,,,,,,,81.48,10269022,109285.0,23.2,3.81,2361.0,8337.49,0.1,208257.0,11.75,,,,1.4,74.53,729.0,,,,
1503,6,Jordan,2021-03-19,7922.14166109116,7.71460189791312,12,3,5,69.94,-9.0,199367.0,57891.0,JOR,Asia,521461,8086429,5701,68143,50780006.0,716134.0,787458.0,555165.0,7206.0,6636.0,1.13,,,,,,,,,5403594.0,38829.0,526203.0,3781.0,42826.0,4.17,0.1888,5.3,tests performed,,,,,,8876.0,,,,,864.0,8386.0,82.0,81.48,10269022,109285.0,23.2,3.81,2361.0,8337.49,0.1,208257.0,11.75,,,,1.4,74.53,729.0,,,,
1508,11,Jordan,2022-02-09,18031.2652211238,17.5588923863673,20,5,7,48.51,17.0,4630983.0,4293498.0,JOR,Asia,1396430,19349571,13409,23,135984712.0,2140126.0,1884266.0,1305772.0,2629.0,2.24,1.19,,,,,,,,,15290191.0,,1488963.0,,67043.0,6529.0,0.2886,3.5,tests performed,9377901.0,4630227.0,4293498.0,,,15782.0,91.32,45.09,41.81,,1537.0,4462.0,43.0,34.26,10269022,109285.0,23.2,3.81,2361.0,8337.49,0.1,208257.0,11.75,,,,1.4,74.53,729.0,,,,
1519,9,Kazakhstan,2021-07-25,11592.0373204556,6.10269173559405,10,3,4,55.12,8.0,5144799.0,3232019.0,KAZ,Asia,595577,15348857,9077,77,31354478.0,714084.0,808049.0,477864.0,28376.0,4054.0,1.11,,,,,,,,,,,,,,,,,,8359068.0,5127049.0,3232019.0,,90165.0,101996.0,44.01,26.99,17.02,,5370.0,36409.0,192.0,62.96,18994958,6681.0,30.6,6991.0,4625.0,24055588.0,0.1,466792.0,7.11,7.0,43.1,98999.0,6.7,73.6,825.0,,,,
1520,10,Kazakhstan,2022-01-21,12189.2469925675,6.41709604862906,11,3,4,53.73,-4.0,9122522.0,8575170.0,KAZ,Asia,1217538,13798571,18357,9143,64097957.0,798.58,726433.0,966414.0,369.0,481.0,1.45,,,,,,,,,,,,,,,,,,17772417.0,9104772.0,8667645.0,,23525.0,18444.0,93.56,47.93,45.63,,971.0,8494.0,45.0,76.85,18994958,6681.0,30.6,6991.0,4625.0,24055588.0,0.1,466792.0,7.11,7.0,43.1,98999.0,6.7,73.6,825.0,,,,
1524,2,Kenya,2020-08-01,635.934343440476,0.1156544920424,1,1,1,64.92,-17.0,,,KEN,Africa,21363,674286,364,12286,388519.0,13222.0,12263.0,6.62,418.0,223.0,1.12,,,,,,,,,310330.0,6371.0,5644.0,116.0,5675.0,103.0,0.1188,8.4,tests performed,,,,,,,,,,,,,,75.93,54985702,87324.0,20.0,2686.0,1528.0,2993028.0,36.8,218637.0,2.92,1.2,20.4,24651.0,1.4,66.7,601.0,,,,
1525,3,Kenya,2020-11-12,1027.97872849384,0.186953824558581,1,1,1,60.2,2.0,,,KEN,Africa,66723,1018286,1203,18714,1213461.0,16713.0,18519.0,21878.0,418.0,0.34,1.07,,,,,,,,,,,,,6253.0,114.0,0.1628,6.1,tests performed,,,,,,,,,,,,,,51.85,54985702,87324.0,20.0,2686.0,1528.0,2993028.0,36.8,218637.0,2.92,1.2,20.4,24651.0,1.4,66.7,601.0,,,,
1527,5,Kenya,2021-03-27,1245.27963931452,0.226473354712198,1,1,1,63.4,5.0,104626.0,42.0,KEN,Africa,129330,1309571,2104,15714,2352066.0,20951.0,23817.0,38264.0,109.0,286.0,1.17,,,,,,,,,,,,,6092.0,111.0,215.0,4.7,tests performed,,,,,,9389.0,,,,,171.0,9389.0,17.0,56.02,54985702,87324.0,20.0,2686.0,1528.0,2993028.0,36.8,218637.0,2.92,1.2,20.4,24651.0,1.4,66.7,601.0,,,,
1530,8,Kenya,2021-08-12,1225.45423250516,0.222867797978675,1,1,1,67.81,30.0,1192418.0,729667.0,KEN,Africa,217276,1287714,4273,30857,3951.5,28116.0,23419.0,77711.0,582.0,561.0,1.14,,,,,,,,,,,,,5431.0,99.0,0.2371,4.2,tests performed,1922085.0,1192418.0,729667.0,,40097.0,24546.0,3.5,2.17,1.33,,446.0,16659.0,0.03,72.22,54985702,87324.0,20.0,2686.0,1528.0,2993028.0,36.8,218637.0,2.92,1.2,20.4,24651.0,1.4,66.7,601.0,,,,
1531,9,Kenya,2021-12-27,2359.07361607105,0.429034008890357,2,1,1,54.72,61.0,6026414.0,3957505.0,KEN,Africa,284150,2774714,5364,1571,5167707.0,29026.0,50462.0,97553.0,55.0,29.0,1.43,,,,,,,,,,,,,7836.0,143.0,0.3541,2.8,tests performed,9629145.0,,3957505.0,,35035.0,79535.0,17.51,,7.2,,1446.0,10694.0,19.0,55.56,54985702,87324.0,20.0,2686.0,1528.0,2993028.0,36.8,218637.0,2.92,1.2,20.4,24651.0,1.4,66.7,601.0,,,,
1557,8,Kuwait,2021-06-30,1742.50866803555,4.02561472167616,7,2,3,72.76,16.0,1667658.0,888361.0,KWT,Asia,356687,1698286,1969,10714,82403288.0,424.16,392345.0,454886.0,1848.0,2475.0,1.03,,,,,,,,,2976536.0,14887.0,687652.0,3439.0,13855.0,3201.0,0.1226,8.2,tests performed,,,,,,11572.0,,,,,2673.0,8291.0,192.0,60.19,4328553,232128.0,33.7,2345.0,1114.0,65530537.0,,132235.0,15.84,2.7,37.0,,2.0,75.49,806.0,,,,
1559,10,Kuwait,2022-01-29,5621.37610179432,12.9867327529415,17,4,6,57.64,22.0,3419874.0,3214682.0,KWT,Asia,534062,5850714,2494,1286,123381185.0,1341788.0,1351656.0,576174.0,462.0,297.0,1.15,,,,,,,,,6853435.0,31198.0,1583309.0,7207.0,31332.0,7238.0,0.1867,5.4,tests performed,,,,,,12237.0,,,,,2827.0,1219.0,28.0,49.07,4328553,232128.0,33.7,2345.0,1114.0,65530537.0,,132235.0,15.84,2.7,37.0,,2.0,75.49,806.0,,,,
1591,9,Latvia,2022-02-14,9630.70573971243,51.5856786566233,30,9,11,39.87,-27.0,1344936.0,1264240.0,LVA,Europe,522766,9859286,5029,9857,280013112.0,2219682.0,5281004.0,2693721.0,2678.0,5.28,1.1,,,1145.0,613305.0,,,,,6373017.0,9431.0,3413627.0,5052.0,23618.0,12651.0,0.4174,2.4,tests performed,2831332.0,1340196.0,1294777.0,481175.0,1944.0,2757.0,151.66,71.79,69.35,25.77,1477.0,172.0,9.0,54.63,1866934,31212.0,43.9,19754.0,14136.0,25063846.0,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,866.0,,,,
1598,6,Lebanon,2021-01-14,4447.78525832895,6.57066928825927,11,3,4,72.41,-54.0,0.0,0.0,LBN,Asia,237132,4633286,1781,30714,35031276.0,767.6,684471.0,263105.0,6057.0,4537.0,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.74,6769151,594561.0,31.1,8514.0,5.43,13367565.0,,266591.0,12.71,26.9,40.7,,2.9,78.93,744.0,,,,
1602,10,Lebanon,2022-01-16,6441.83389209792,9.51645766521964,14,4,5,53.95,-2.0,2406732.0,1920783.0,LBN,Asia,820170,6570,9383,14286,121162905.0,818271.0,970.58,1386141.0,2364.0,2.11,1.19,,,,,,,,,,,,,,,,,,4704784.0,,1920783.0,384246.0,17189.0,19216.0,69.5,,28.38,5.68,2839.0,6729.0,99.0,50.0,6769151,594561.0,31.1,8514.0,5.43,13367565.0,,266591.0,12.71,26.9,40.7,,2.9,78.93,744.0,,,,
1603,11,Lebanon,2022-02-01,7595.21012989,11.2203290041691,16,4,6,54.71,-2.0,2451432.0,2026672.0,LBN,Asia,928522,7768286,9621,15429,137169639.0,1080.49,1147601.0,1421301.0,2216.0,2279.0,1.07,,,,,,,,,,,,,,,,,,4917151.0,2441107.0,2026672.0,449372.0,15064.0,12976.0,72.64,36.06,29.94,6.64,1917.0,2790.0,41.0,50.0,6769151,594561.0,31.1,8514.0,5.43,13367565.0,,266591.0,12.71,26.9,40.7,,2.9,78.93,744.0,,,,
1765,7,Malaysia,2021-01-30,4146.97931741269,1.265241226876,3,1,2,84.1,-42.0,0.0,3.0,MYS,Asia,209661,4172286,746,11286,6396746.0,174761.0,127296.0,22.76,397.0,344.0,1.14,424.0,12936.0,4289.0,130857.0,,,5650.0,172381.0,6555646.0,76939.0,200012.0,2347.0,77821.0,2374.0,0.0536,18.7,people tested,,,,,,,,,,,,,,77.31,32776195,96254.0,29.9,6293.0,3407.0,26808164.0,0.1,260942.0,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
1767,9,Malaysia,2021-08-22,21283.1350931281,6.49347341664525,11,3,4,84.59,-35.0,18773239.0,13289575.0,MYS,Asia,1555093,21456286,14168,236857,47445806.0,604311.0,654.63,432265.0,7078.0,7226.0,1.04,1452.0,44.3,13852.0,422624.0,,,15315.0,467.26,25030815.0,125901.0,763689.0,3841.0,158555.0,4838.0,0.1353,7.4,people tested,32026171.0,18735361.0,13290883.0,,465767.0,525783.0,97.71,57.16,40.55,,16042.0,185097.0,565.0,67.59,32776195,96254.0,29.9,6293.0,3407.0,26808164.0,0.1,260942.0,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
1769,11,Malaysia,2022-03-05,28870.3762207923,8.80833672755251,13,3,5,77.05,-8.0,27190377.0,25558954.0,MYS,Asia,3595172,28571714,33173,77,109688.51,1019215.0,871722.0,1012106.0,2044.0,2349.0,1.08,372.0,11.35,7391.0,225499.0,,,12781.0,389948.0,52151893.0,148904.0,1591152.0,4543.0,191419.0,5.84,0.1493,6.7,people tested,67736494.0,27154598.0,25765905.0,15024346.0,70564.0,97410.0,206.66,82.85,78.61,45.84,2972.0,30409.0,93.0,54.17,32776195,96254.0,29.9,6293.0,3407.0,26808164.0,0.1,260942.0,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
1869,6,Mexico,2021-01-20,16287.7555136769,1.2503821532964,3,1,2,85.54,-36.0,489628.0,11402.0,MEX,North America,1688944,16720429,144371,1064857,12965724.0,157743.0,128.36,1108311.0,11815.0,8175.0,1.09,,,,,,,,,4158986.0,46401.0,31928.0,356.0,38671.0,297.0,395.0,2.5,people tested,501030.0,489628.0,11402.0,,2908.0,44066.0,0.38,0.38,0.01,,338.0,42437.0,33.0,71.76,130262220,66444.0,29.3,6857.0,4321.0,17336469.0,2.5,152783.0,13.06,6.9,21.4,87847.0,1.38,75.05,779.0,,,,
1871,8,Mexico,2021-08-15,17872.0000679989,1.37200180282502,3,1,2,81.47,-2.0,54125533.0,29046598.0,MEX,North America,3091971,17164857,248167,535286,23736514.0,0.0,131772.0,1905134.0,0.0,4109.0,1.06,,,,,,,,,8951837.0,15386.0,68722.0,118.0,48947.0,376.0,0.39,2.6,people tested,76587422.0,53837225.0,29046598.0,,807193.0,704635.0,58.79,41.33,22.3,,5409.0,466520.0,358.0,67.13,130262220,66444.0,29.3,6857.0,4321.0,17336469.0,2.5,152783.0,13.06,6.9,21.4,87847.0,1.38,75.05,779.0,523874.3,41.86,89.36,4021.690249
1873,10,Mexico,2022-01-22,39479.9346858634,3.0308046865671,6,2,3,79.61,3.0,83529476.0,76432854.0,MEX,North America,4595589,35201,302721,198143,35279523.0,0.0,270232.0,2323936.0,0.0,1521.0,1.36,,,,,,,,,13698104.0,38952.0,105158.0,299.0,82030.0,0.63,689.0,1.5,people tested,,,,,,592574.0,,,,,4549.0,60748.0,47.0,38.89,130262220,66444.0,29.3,6857.0,4321.0,17336469.0,2.5,152783.0,13.06,6.9,21.4,87847.0,1.38,75.05,779.0,,,,
1951,4,Morocco,2020-11-12,4967.59802948965,1.33019851726284,3,1,2,54.86,-20.0,,,MAR,Africa,276821,5124286,4570,73,7412574.0,165887.0,137216.0,122373.0,1714.0,1955.0,1.11,,,,,,,,,3576692.0,23565.0,95775.0,631.0,20833.0,558.0,246.0,4.1,people tested,,,,,,,,,,,,,,66.2,37344787,80.08,29.6,6769.0,4209.0,7485013.0,1.0,419146.0,7.14,0.8,47.1,,1.1,76.68,686.0,,,,
1953,6,Morocco,2021-08-09,9006.72893097263,2.41177675775005,5,2,2,47.55,-3.0,15354231.0,11069848.0,MAR,Africa,701325,9628857,10404,74143,18779.73,135039.0,257837.0,278593.0,1848.0,1985.0,1.2,,,,,,,,,7320718.0,18852.0,196031.0,505.0,41129.0,1101.0,0.2341,4.3,people tested,26412218.0,15342370.0,11069848.0,,443423.0,307844.0,70.73,41.08,29.64,,8243.0,195531.0,524.0,59.26,37344787,80.08,29.6,6769.0,4209.0,7485013.0,1.0,419146.0,7.14,0.8,47.1,,1.1,76.68,686.0,,,,
1954,7,Morocco,2022-01-17,6698.63027310049,1.79372566058564,4,2,2,31.26,-3.0,24727353.0,23113322.0,MAR,Africa,1051830,6732,14994,11286,28165377.0,85072.0,180266.0,401502.0,482.0,302.0,1.29,,,,,,,,,,,,,28967.0,776.0,0.2324,4.3,people tested,,,,,,54615.0,,,,,1462.0,2927.0,8.0,68.52,37344787,80.08,29.6,6769.0,4209.0,7485013.0,1.0,419146.0,7.14,0.8,47.1,,1.1,76.68,686.0,,,,
2011,11,Netherlands,2022-02-06,96114.2833962525,55.9679481147966,31,9,12,43.02,-23.0,13518626.0,12339230.0,NLD,Europe,4979056,76755286,21413,8857,289933544.0,4519803.0,4469508.0,1246892.0,524.0,516.0,1.63,211.0,12287.0,1133.0,65975.0,105.0,6114.0,1238.0,72.09,26421826.0,121636.0,1538559.0,7083.0,139676.0,8133.0,607.0,1.6,tests performed,,,,,,29723.0,,,,,1731.0,2385.0,14.0,58.33,17173094,508544.0,43.2,18779.0,11881.0,48472545.0,,109361.0,5.29,24.4,27.3,,3.32,82.28,944.0,27657.1,8.38,-4.79,1610.490224
2289,3,Russia,2020-12-21,27795.9908990787,1.90498291491559,4,2,2,67.44,-11.0,48643.0,85052.0,RUS,Europe,2850042,27634429,50723,553857,19532606.0,198181.0,189391.0,347627.0,3297.0,3796.0,1.03,,,,,,,,,86704613.0,312930.0,594225.0,2145.0,459935.0,3152.0,0.0601,16.6,tests performed,,,,,,3357.0,,,,,23.0,3357.0,2.0,47.69,145912022,8823.0,39.6,14178.0,9393.0,24765954.0,0.1,431297.0,6.18,23.4,58.3,,8.05,72.58,824.0,,,,
