index,n_pico,location,peak_date,peak_magnitude,mask_use,mobility,vaccination_1_dose,vaccination_full,iso_code,continent,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
1160,12,Germany,2022-03-24,224727.324874354,43.56,-9,63998880,60158947,DEU,Europe,19596530,229484143,127822,200286,233568772,3794818,2735195,1523496,3576,2387,1.07,2326,27723,,,1956,23313,11960,142.55,,,,,342618,4084,,,tests performed,175484681,64403683,64210706,50546687,183839,119918,209.16,76.76,76.53,60.25,1429,4933,6,48.15,83900471,237016,46.6,21453,15957,45229245,,156139,8.31,28.2,33.1,,8,81.33,947,,,,
1164,3,Ghana,2020-07-26,663.753697135426,56.98,-14,,,GHA,Africa,32969,757429,168,2857,1038979,35232,23869,5294,221,0.09,1.06,,,,,,,,,382752,4017,12062,127,3647,115,0.2077,4.8,tests performed,,,,,,,,,,,,,,52.78,31732128,126719,21.1,3385,1948,4227.63,12,298245,4.97,0.3,7.7,41047,0.9,64.07,611,,,,
1167,6,Ghana,2021-02-01,721.922455779479,67.71,-14,0,0,GHA,Africa,67010,696429,416,6286,2111.74,0,21947,13.11,0,198,1.18,,,,,,,,,792936,4410,24988,139,5054,159,0.1378,7.3,tests performed,,,,,,,,,,,,,,38.89,31732128,126719,21.1,3385,1948,4227.63,12,298245,4.97,0.3,7.7,41047,0.9,64.07,611,,,,
1171,10,Ghana,2021-08-23,508.994375521375,55.94,6,865422,601632,GHA,Africa,115102,552857,974,6286,3627302,16324,17423,30694,189,198,1.08,,,,,,,,,1593355,5933,50213,187,6005,189,0.0921,10.9,tests performed,,,,,,5590,,,,,176,0,0,44.44,31732128,126719,21.1,3385,1948,4227.63,12,298245,4.97,0.3,7.7,41047,0.9,64.07,611,,,,
1173,12,Ghana,2021-12-30,967.360650263556,41.92,26,5893092,2528872,GHA,Africa,141295,962857,1287,2571,4452743,0,30343,40558,0,81,1.2,,,,,,,,,2132704,,67.21,,5200,164,0.1852,5.4,tests performed,,,,,,59476,,,,,1874,14820,47,51.85,31732128,126719,21.1,3385,1948,4227.63,12,298245,4.97,0.3,7.7,41047,0.9,64.07,611,,,,
1204,9,Greece,2022-01-05,30315.3197367958,74.87,-18,7515910,7064956,GRC,Europe,1388309,36228,21115,68429,133867792,4183498,3493287,2036015,5978,6598,1.47,,,,,,,,,49042127,416400,4728891,40151,394619,38051,0.0918,10.9,samples tested,17812398,7510875,7094445,3781031,94513,72791,171.76,72.42,68.41,36.46,7019,9315,0.09,77.78,10370747,83479,45.3,20396,14524,24574382,1.5,175695,4.55,35.3,52,,4.21,82.24,888,,,,
1239,1,Guatemala,2020-07-18,1122.62861077078,90.6,-51,,,GTM,North America,38042,1349.143,1449,39.571,2084.508,231.947,73.926,79.398,0.329,2.168,1.22,,,,,,,,,110271,1987,6.042,0.109,2824,0.155,0.4777,2.1,people tested,,,,,,,,,,,,,,96.3,18249868,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,,,,
1248,10,Guatemala,2021-08-23,3693.88143788484,84.77,-10,3042945,878952,GTM,North America,440007,3744.286,11516,46.714,24110.147,41.315,205.168,631.018,0.877,2.56,1.07,,,,,,,,,2110526,14258,115.646,0.781,11233,0.616,0.3333,3,people tested,3919668,3040716,878952,,95387,86264,21.48,16.66,4.82,,4727,41807,0.229,52.78,18249868,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,,,,
1249,11,Guatemala,2022-02-11,3304.03486278191,75.85,10,7070363,5460442,GTM,North America,729977,3480.429,16611,20.143,39999.029,234.303,190.71,910.198,1.863,1.104,1.08,,,,,,,,,3752906,15530,205.64,0.851,13557,0.743,0.2567,3.9,people tested,14031764,7068134,5460442,1503188,76815,48252,76.89,38.73,29.92,8.24,2644,11952,0.065,61.57,18249868,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,,,,
1252,1,Guinea,2020-04-30,76.4227878811428,69.99,-33,,,GIN,Africa,1495,90.429,7,0.143,110.763,10.669,6.7,0.519,0,0.011,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,13497237,51.755,19,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477,,,,
1261,10,Guinea,2021-03-14,141.61796044651,62.32,-3,0,2652,GIN,Africa,17742,153.143,102,1,1314.491,11.113,11.346,7.557,0,0.074,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.89,13497237,51.755,19,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477,,,,
1262,11,Guinea,2021-08-09,151.471345151376,48.75,18,590168,342847,GIN,Africa,26969,150.714,260,4,1998.113,9.039,11.166,19.263,0.222,0.296,1.14,,,,,,,,,,,,,,,,,,933015,590168,342847,,6815,3629,6.91,4.37,2.54,,269,3207,0.024,64.81,13497237,51.755,19,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477,,,,
1264,13,Guinea,2022-01-04,232.045932027836,42.2,53,2431773,1274859,GIN,Africa,33045,258.143,391,0.286,2448.279,13.188,19.126,28.969,0,0.021,1.23,,,,,,,,,,,,,,,,,,3373211,2426081,1274859,,38220,74285,24.99,17.97,9.45,,5504,67886,0.503,65.74,13497237,51.755,19,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477,,,,
1270,2,Guinea-Bissau,2020-05-08,47.6687726081091,21.36,-26,,,GNB,Africa,594,48.143,2,0.143,294.717,14.885,23.886,0.992,0,0.071,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015490,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,,,,
1276,8,Guinea-Bissau,2021-02-18,24.6911697385564,58.92,-9,0,0,GNB,Africa,3025,25.286,46,0,1500.876,12.9,12.546,22.823,0,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015490,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,,,,
1280,12,Guinea-Bissau,2021-08-18,49.7232567091214,58.92,16,28097,2772,GNB,Africa,5206,43.571,94,1.571,2582.995,41.181,21.618,46.639,1.985,0.78,1.07,,,,,,,,,,,,,,,,,,,,,,,44,,,,,22,0,0,,2015490,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,,,,
1282,14,Guinea-Bissau,2021-11-12,20.2018631692577,58.92,25,295788,17808,GNB,Africa,6301,21.571,143,0,3126.287,18.854,10.703,70.95,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,13387,,,,,6642,13096,0.65,,2015490,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,,,,
1283,15,Guinea-Bissau,2022-01-17,43.7749977839651,58.92,31,392286,23906,GNB,Africa,7034,45.857,152,0.429,3489.97,14.885,22.752,75.416,0,0.213,1.18,,,,,,,,,,,,,,,,,,415874,391968,23906,,,139,20.63,19.45,1.19,,69,63,0.003,,2015490,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,,,,
1300,13,Guyana,2021-09-17,225.861373358768,48.39,-13,346136,177300,GUY,South America,29072,253,706,6.714,36784.681,304.936,320.12,893.299,3.796,8.496,1.12,,,,,,,,,,,,,955,1.208,0.2649,3.8,tests performed,,,,,,2295,,,,,2904,1643,0.208,78.7,790329,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,1.6,69.91,0.682,,,,
1302,15,Guyana,2022-01-15,852.306826723073,48.39,-6,420657,303867,GUY,South America,50121,839.429,1086,2.714,63417.893,1347.54,1062.125,1374.111,6.326,3.434,1.4,,,,,,,,,,,,,2771,3.506,0.3029,3.3,tests performed,,,,,,2015,,,,,2550,441,0.056,77.78,790329,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,1.6,69.91,0.682,,,,
1305,1,Haiti,2020-06-06,166.751829594812,67.64,-33,,,HTI,North America,2640,171,50,2.143,228.736,3.119,14.816,4.332,0,0.186,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.56,11541683,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64,0.51,,,,
1311,7,Haiti,2021-06-06,139.747297955298,52.09,-2,0,0,HTI,North America,15282,146.286,323,2.286,1324.07,13.776,12.675,27.986,0.173,0.198,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,11541683,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64,0.51,,,,
1318,14,Haiti,2022-01-17,130.4071869957,43.11,14,128809,78534,HTI,North America,27819,144.571,780,0,2410.307,63.856,12.526,67.581,0,0,0.85,,,,,,,,,,,,,468,0.041,0.3089,3.2,tests performed,,,,,,251,,,,,22,226,0.002,43.52,11541683,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64,0.51,,,,
1367,2,Hungary,2020-11-30,5228.32511356419,80.31,-15,,,HUN,Europe,217122,5595.714,4823,133.143,22536.677,580.746,580.82,500.614,15.673,13.82,1.08,,,7734,802.768,,,,,1647792,8946,171.036,0.929,18552,1.926,0.3016,3.3,tests performed,,,,,,,,,,,,,,72.22,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
1369,4,Hungary,2021-03-23,8381.98164880279,83.51,-22,1696110,494520,HUN,Europe,586123,8143,18703,211,60837.985,568.913,845.221,1941.321,26.157,21.901,1.14,,,11873,1232.385,,,,,3883748,19279,403.123,2.001,30292,3.144,0.2688,3.7,tests performed,2190630,1696110,494520,,72374,55220,22.74,17.61,5.13,,5732,42681,0.443,79.63,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
1371,6,Hungary,2021-11-25,9575.1718914495,44.25,7,6098648,5732729,HUN,Europe,1057017,9974,33704,151.286,109715.51,1262.694,1035.274,3498.384,19.203,15.703,1.25,,,6858,711.842,,,,,7798688,52800,809.483,5.48,42124,4.372,0.2368,4.2,tests performed,,6087474,5823818,2269551,,71870,,63.19,60.45,23.56,7460,9952,0.103,26.85,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
1372,7,Hungary,2022-01-29,14834.1078377207,55.19,2,6378261,5995565,HUN,Europe,1508358,15271.571,41229,58.143,156563.487,0,1585.148,4279.459,0,6.035,1.33,,,3463,359.45,,,,,,,,,39342,4.084,0.3882,2.6,tests performed,,,,,,24323,,,,,2525,3025,0.031,51.85,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
1394,2,India,2020-09-13,90724.6634601957,68.06,-34,,,IND,Asia,4846427,91687714,79722,1154286,3478108,66076,65801,57214,815,828,1.07,,,,,,,,,56260928,1071702,40376,769,1061398,762,0.0864,11.6,samples tested,,,,,,,,,,,,,,85.65,1393409033,450419,28.2,5989,3414,6426674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,645,,,,
1395,3,India,2021-05-04,375580.686375817,80.63,-61,132304449,30448623,IND,Asia,20664979,381123714,226188,3571571,14830519,274253,273519,162327,2713,2563,1.12,,,,,,,,,293310779,1663742,210499,1194,1761557,1264,0.2164,4.6,samples tested,157750752,128627919,29122833,,1668616,1838788,11.32,9.23,2.09,,1320,1052090,76,73.61,1393409033,450419,28.2,5989,3414,6426674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,645,,,,
1398,6,India,2022-01-21,278279.818415067,64.59,-11,877381409,667163363,IND,Asia,38903731,293252714,488884,447429,27919821,242358,210457,350855,0.35,321,1.31,,,,,,,,,711538938,2182108,510646,1566,1777122,1275,165,6.1,samples tested,1609613007,925500152,677041072,7071783,9279228,7590638,115.52,66.42,48.59,0.51,5448,3059055,0.22,83.8,1393409033,450419,28.2,5989,3414,6426674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,645,,,,
1403,3,Indonesia,2021-01-27,12150.0419710932,77.08,-29,308003,4557,IDN,Asia,1024298,12050,28855,285429,3706366,43233,43602,104.41,1.4,1033,1.07,,,,,,,,,,,,,,,,,,308003,308003,,,62318,28915,0.11,0.11,,,105,28915,0.01,64.35,276361788,145725,29.3,5319,3053,11188744,5.7,342864,6.32,2.8,76.1,64204,1.04,71.72,718,,,,
1405,5,Indonesia,2021-07-17,44114.445781216,77.48,-35,41268627,16217855,IDN,Asia,2832755,48821286,72489,1004571,10250169,187985,176657,262297,3951,3635,1.19,,,,,,,,,15655812,188551,56.65,682,162382,588,0.3007,3.3,people tested,57486482,41268627,16217855,,1316942,903439,20.8,14.93,5.87,,3269,725079,262,71.76,276361788,145725,29.3,5319,3053,11188744,5.7,342864,6.32,2.8,76.1,64204,1.04,71.72,718,,,,
1406,6,Indonesia,2022-02-18,50882.9729546605,67.14,-13,189310749,139140467,IDN,Asia,5089637,54513429,146044,155143,18416573,215786,197254,528452,782,561,1.28,,,,,,,,,53603989,307607,193963,1113,317986,1151,0.1714,5.8,people tested,337806448,189307384,139140467,8326622,1346827,1112034,122.23,68.5,50.35,3.01,4024,198376,72,68.98,276361788,145725,29.3,5319,3053,11188744,5.7,342864,6.32,2.8,76.1,64204,1.04,71.72,718,,,,
1415,5,Iran,2020-11-26,13291.8054260676,54.27,-14,,,IRN,Asia,908346,13318429,46689,467429,10682809,164192,156634,549097,5669,5497,1.07,,,,,,,,,5955724,42495,70044,0.5,41169,484,0.3235,3.1,tests performed,,,,,,,,,,,,,,72.69,85028760,49831,32.4,5.44,3182,19082.62,0.2,270308,9.59,0.8,21.1,,1.5,76.68,783,,,,
1418,8,Iran,2021-04-17,22966.2531525373,54.13,-16,394431,120705,IRN,Asia,2215445,23766714,66327,299286,26055243,250645,279514,780054,3752,3.52,1.17,,,,,,,,,,,,,98018,1153,0.2425,4.1,tests performed,,,,,,12031,,,,,141,9865,12,81.48,85028760,49831,32.4,5.44,3182,19082.62,0.2,270308,9.59,0.8,21.1,,1.5,76.68,783,,,,
1419,9,Iran,2021-08-13,37462.4072246379,47.65,5,14578091,3854354,IRN,Asia,4359385,38102,96742,522286,51269535,460068,448107,1137756,6198,6142,1.11,,,,,,,,,26984630,94633,317359,1113,97015,1141,0.3927,2.5,tests performed,,,,,,534642,,,,,6288,411111,483,68.06,85028760,49831,32.4,5.44,3182,19082.62,0.2,270308,9.59,0.8,21.1,,1.5,76.68,783,,,,
1420,10,Iran,2022-02-07,30903.1802880967,42.42,17,61285990,54561630,IRN,Asia,6619085,35130143,132934,68571,77845249,468.3,413156,1563.4,1223,806,1.36,,,,,,,,,45505835,,535182,,102338,1204,0.3433,2.9,tests performed,135705646,61170578,54561630,19973438,440974,500479,159.6,71.94,64.17,23.49,5886,57163,67,62.04,85028760,49831,32.4,5.44,3182,19082.62,0.2,270308,9.59,0.8,21.1,,1.5,76.68,783,,,,
1426,5,Iraq,2020-09-24,4264.47142893571,43.49,-8,,,IRQ,Asia,337106,4245.857,8799,66.714,8186.287,108.574,103.106,213.675,1.093,1.62,1.04,,,,,,,,,2141885,20581,52.014,0.5,20513,0.498,0.207,4.8,tests performed,,,,,,,,,,,,,,61.11,41179351,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
1428,7,Iraq,2021-04-16,7506.90002464959,36.88,4,197914,42216,IRQ,Asia,964435,7579.857,14915,39.143,23420.355,183.951,184.069,362.196,0.729,0.951,1.04,,,,,,,,,8732638,42111,212.064,1.023,43397,1.054,0.1747,5.7,tests performed,197914,197914,,,,9480,0.48,0.48,,,230,9480,0.023,73.15,41179351,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
1430,9,Iraq,2021-07-31,11082.5481025277,35.57,38,1795003,1023856,IRQ,Asia,1626599,11871.143,18657,60.714,39500.355,248.061,288.279,453.067,1.506,1.474,1.14,,,,,,,,,13076929,43110,317.56,1.047,51693,1.255,0.2296,4.4,tests performed,,,,,,29698,,,,,721,48450,0.118,75.93,41179351,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
1431,10,Iraq,2022-01-28,6618.72951382016,27.14,56,9234779,6294513,IRQ,Asia,2191956,6790.571,24347,10,53229.494,207.725,164.902,591.243,0.413,0.243,1.32,,,,,,,,,,,,,25180,0.611,0.2697,3.7,tests performed,,,,,,43895,,,,,1066,26167,0.064,64.81,41179351,88.125,20,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
1436,3,Ireland,2021-01-08,4824.99138114221,74.06,-62,40097,59,IRL,Europe,135884,6050.286,2327,11.286,27270.042,1651.045,1214.209,466.997,4.014,2.265,1.61,107,21.473,1153,231.391,,,,,2576566,27319,517.081,5.483,24881,4.993,0.22,4.5,tests performed,40182,40122,61,,12682,5281,0.81,0.81,0,,1060,5275,0.106,87.96,4982904,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955,,,,
1443,10,Ireland,2022-01-07,19536.7540844862,65.23,-30,3967484,3729435,IRL,Europe,930598,20291.286,5952,5.714,186758.164,4400.245,4072.181,1194.484,0,1.147,1.28,84,16.858,936,187.842,,,,,10313093,42441,2069.695,8.517,41030,8.234,0.5,2,tests performed,10036500,3940345,3878422,2458390,37011,29376,201.42,79.08,77.83,49.34,5895,2089,0.042,50,4982904,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955,,,,
1468,6,Israel,2022-01-24,72282.2440042596,59.39,-24,6736955,6077261,ISR,Asia,2424823,90384.714,8481,23.286,260986.223,22842.966,9728.201,912.819,9.472,2.506,1.33,222,23.894,3313,356.582,139,14.961,3524,379.292,41669064,391266,4484.885,42.112,376921,40.568,0.2,5,people tested,17841206,6693692,6079234,5068280,12538,16528,192.03,72.04,65.43,54.55,1779,1317,0.014,56.48,9291000,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,,,,
1472,2,Italy,2020-11-12,33807.3852112154,92.76,-40,,,ITA,Europe,1066401,34503143,43589,485286,17665159,629097,571552,722061,10535,8039,1.12,3170,52512,33043,547364,,,17422,288599,18200508,234672,301495,3887,211837,3509,0.1629,6.1,tests performed,,,,,,,,,,,,,,82.41,60367471,205859,47.9,23021,16.24,35220084,2,113151,4.78,19.8,27.8,,3.18,83.51,892,,,,
1476,6,Italy,2022-01-15,174302.665690802,83.66,-22,49685652,45349922,ITA,Europe,8549450,181164714,140856,282143,141623458,3196026,3001032,2333.31,5102,4674,1.16,1677,27.78,20047,332083,1030,17062,11304,187253,154869351,1217830,2565444,20174,1100489,18.23,0.1646,6.1,tests performed,120062801,49426408,45349268,26792603,700393,663990,198.89,81.88,75.12,44.38,10999,78440,0.13,73.15,60367471,205859,47.9,23021,16.24,35220084,2,113151,4.78,19.8,27.8,,3.18,83.51,892,,,,
1483,5,Jamaica,2020-09-21,155.751892736627,74.87,-27,,,JAM,North America,5143,172857,70,3714,1729634,52128,58133,23542,1009,1249,1.13,,,,,,,,,73475,577,24.71,194,719,242,0.2404,4.2,samples tested,,,,,,,,,,,,,,75,2973462,266879,31.4,9684,6.39,8193571,,206537,11.28,5.3,28.6,66425,1.7,74.47,734,,,,
1486,8,Jamaica,2021-03-14,619.771282130987,75.84,-29,12099,0,JAM,North America,30499,639,485,4571,10257067,197413,214901,163.11,336,1537,1.15,,,,,,,,,,,,,2305,775,0.2772,3.6,samples tested,12099,12099,,,,2420,0.41,0.41,,,814,2420,81,71.3,2973462,266879,31.4,9684,6.39,8193571,,206537,11.28,5.3,28.6,66425,1.7,74.47,734,,,,
1487,9,Jamaica,2021-09-01,675.466047310219,77.03,-7,411755,145171,JAM,North America,68482,664429,1549,16857,23031066,118044,223453,520942,10426,5669,1.11,,,,,,,,,550980,1685,185299,567,1805,607,0.3681,2.7,samples tested,550010,409492,145171,,7122,7576,18.5,13.77,4.88,,2548,7365,248,74.07,2973462,266879,31.4,9684,6.39,8193571,,206537,11.28,5.3,28.6,66425,1.7,74.47,734,,,,
1488,10,Jamaica,2022-01-14,1250.21018817475,77.03,-5,731104,592407,JAM,North America,108983,1360,2517,4,36651889,424421,457379,846488,1009,1345,1.38,,,,,,,,,749891,,252195,,3261,1097,417,2.4,samples tested,1256326,728841,592407,13362,,3627,42.25,24.51,19.92,0.45,1220,1228,41,74.07,2973462,266879,31.4,9684,6.39,8193571,,206537,11.28,5.3,28.6,66425,1.7,74.47,734,,,,
1489,11,Jamaica,2022-05-29,290.371781437035,77.03,8,794824,717076,JAM,North America,136313,236143,3049,2429,45843196,218.6,79417,1025404,1682,817,1.24,,,,,,,,,,,,,2777,934,85,11.8,samples tested,1436924,800269,697918,40400,,588,48.32,26.91,23.47,1.36,198,285,0.01,11.11,2973462,266879,31.4,9684,6.39,8193571,,206537,11.28,5.3,28.6,66425,1.7,74.47,734,,,,
1494,5,Japan,2021-08-22,21644.4661274517,92.95,-29,66849648,51775600,JPN,Asia,1308422,22649714,15636,32286,10380117,177.27,179687,124045,0.19,256,1.2,,,,,,,,,19680108,55312,156128,439,111991,888,0.2022,4.9,people tested,125828811,69829965,55998846,,1250534,1251743,99.82,55.4,44.43,,9930,586258,465,52.31,126050796,347778,48.2,27049,18493,39002223,,79.37,5.72,11.2,33.7,,13.05,84.63,919,,,,
1495,6,Japan,2022-02-07,88059.3156617201,92.55,-27,101759607,95654031,JPN,Asia,3377378,91274,19454,91714,26793786,538981,724105,154335,896,728,1.23,,,,,,,,,33773142,316989,267933,2515,227752,1807,0.4008,2.5,people tested,212787114,101647749,100148693,10990672,808497,697228,168.81,80.64,79.45,8.72,5531,13448,11,47.22,126050796,347778,48.2,27049,18493,39002223,,79.37,5.72,11.2,33.7,,13.05,84.63,919,,,,
1502,5,Jordan,2020-11-16,5157.32987348566,61.37,-11,,,JOR,Asia,149539,4936143,1843,78286,14562146,570746,480683,179472,6914,7623,1.1,,,,,,,,,2210501,26475,215259,2578,20304,1977,0.2431,4.1,tests performed,,,,,,,,,,,,,,81.48,10269022,109285,23.2,3.81,2361,8337.49,0.1,208257,11.75,,,,1.4,74.53,729,,,,
1503,6,Jordan,2021-03-19,7922.14166109116,69.94,-9,199367,57891,JOR,Asia,521461,8086429,5701,68143,50780006,716134,787458,555165,7206,6636,1.13,,,,,,,,,5403594,38829,526203,3781,42826,4.17,0.1888,5.3,tests performed,,,,,,8876,,,,,864,8386,82,81.48,10269022,109285,23.2,3.81,2361,8337.49,0.1,208257,11.75,,,,1.4,74.53,729,,,,
1508,11,Jordan,2022-02-09,18031.2652211238,48.51,17,4630983,4293498,JOR,Asia,1396430,19349571,13409,23,135984712,2140126,1884266,1305772,2629,2.24,1.19,,,,,,,,,15290191,,1488963,,67043,6529,0.2886,3.5,tests performed,9377901,4630227,4293498,,,15782,91.32,45.09,41.81,,1537,4462,43,34.26,10269022,109285,23.2,3.81,2361,8337.49,0.1,208257,11.75,,,,1.4,74.53,729,,,,
1519,9,Kazakhstan,2021-07-25,11592.0373204556,55.12,8,5144799,3232019,KAZ,Asia,595577,15348857,9077,77,31354478,714084,808049,477864,28376,4054,1.11,,,,,,,,,,,,,,,,,,8359068,5127049,3232019,,90165,101996,44.01,26.99,17.02,,5370,36409,192,62.96,18994958,6681,30.6,6991,4625,24055588,0.1,466792,7.11,7,43.1,98999,6.7,73.6,825,,,,
1520,10,Kazakhstan,2022-01-21,12189.2469925675,53.73,-4,9122522,8575170,KAZ,Asia,1217538,13798571,18357,9143,64097957,798.58,726433,966414,369,481,1.45,,,,,,,,,,,,,,,,,,17772417,9104772,8667645,,23525,18444,93.56,47.93,45.63,,971,8494,45,76.85,18994958,6681,30.6,6991,4625,24055588,0.1,466792,7.11,7,43.1,98999,6.7,73.6,825,,,,
1524,2,Kenya,2020-08-01,635.934343440476,64.92,-17,,,KEN,Africa,21363,674286,364,12286,388519,13222,12263,6.62,418,223,1.12,,,,,,,,,310330,6371,5644,116,5675,103,0.1188,8.4,tests performed,,,,,,,,,,,,,,75.93,54985702,87324,20,2686,1528,2993028,36.8,218637,2.92,1.2,20.4,24651,1.4,66.7,601,,,,
1525,3,Kenya,2020-11-12,1027.97872849384,60.2,2,,,KEN,Africa,66723,1018286,1203,18714,1213461,16713,18519,21878,418,0.34,1.07,,,,,,,,,,,,,6253,114,0.1628,6.1,tests performed,,,,,,,,,,,,,,51.85,54985702,87324,20,2686,1528,2993028,36.8,218637,2.92,1.2,20.4,24651,1.4,66.7,601,,,,
1527,5,Kenya,2021-03-27,1245.27963931452,63.4,5,104626,42,KEN,Africa,129330,1309571,2104,15714,2352066,20951,23817,38264,109,286,1.17,,,,,,,,,,,,,6092,111,215,4.7,tests performed,,,,,,9389,,,,,171,9389,17,56.02,54985702,87324,20,2686,1528,2993028,36.8,218637,2.92,1.2,20.4,24651,1.4,66.7,601,,,,
1530,8,Kenya,2021-08-12,1225.45423250516,67.81,30,1192418,729667,KEN,Africa,217276,1287714,4273,30857,3951.5,28116,23419,77711,582,561,1.14,,,,,,,,,,,,,5431,99,0.2371,4.2,tests performed,1922085,1192418,729667,,40097,24546,3.5,2.17,1.33,,446,16659,0.03,72.22,54985702,87324,20,2686,1528,2993028,36.8,218637,2.92,1.2,20.4,24651,1.4,66.7,601,,,,
1531,9,Kenya,2021-12-27,2359.07361607105,54.72,61,6026414,3957505,KEN,Africa,284150,2774714,5364,1571,5167707,29026,50462,97553,55,29,1.43,,,,,,,,,,,,,7836,143,0.3541,2.8,tests performed,9629145,,3957505,,35035,79535,17.51,,7.2,,1446,10694,19,55.56,54985702,87324,20,2686,1528,2993028,36.8,218637,2.92,1.2,20.4,24651,1.4,66.7,601,,,,
1557,8,Kuwait,2021-06-30,1742.50866803555,72.76,16,1667658,888361,KWT,Asia,356687,1698286,1969,10714,82403288,424.16,392345,454886,1848,2475,1.03,,,,,,,,,2976536,14887,687652,3439,13855,3201,0.1226,8.2,tests performed,,,,,,11572,,,,,2673,8291,192,60.19,4328553,232128,33.7,2345,1114,65530537,,132235,15.84,2.7,37,,2,75.49,806,,,,
