n_pico,location,peak_magnitude,mask_use,mobility,vaccination_1_dose,vaccination_full,reproduction_rate,hosp_patients,total_tests,new_tests,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,life_expectancy,human_development_index
10,Jamaica,1250.21018817475,77.03,-5.0,731104.0,592407.0,1.38,,749891.0,,417.0,2.4,74.07,2973462,266879.0,31.4,9684.0,6.39,8193571.0,,206537.0,11.28,5.3,28.6,66425.0,74.47,734.0
11,Jamaica,290.371781437035,77.03,8.0,794824.0,717076.0,1.24,,,,85.0,11.8,11.11,2973462,266879.0,31.4,9684.0,6.39,8193571.0,,206537.0,11.28,5.3,28.6,66425.0,74.47,734.0
5,Japan,21644.4661274517,92.95,-29.0,66849648.0,51775600.0,1.2,,19680108.0,55312.0,0.2022,4.9,52.31,126050796,347778.0,48.2,27049.0,18493.0,39002223.0,,79.37,5.72,11.2,33.7,,84.63,919.0
6,Japan,88059.3156617201,92.55,-27.0,101759607.0,95654031.0,1.23,,33773142.0,316989.0,0.4008,2.5,47.22,126050796,347778.0,48.2,27049.0,18493.0,39002223.0,,79.37,5.72,11.2,33.7,,84.63,919.0
5,Jordan,5157.32987348566,61.37,-11.0,,,1.1,,2210501.0,26475.0,0.2431,4.1,81.48,10269022,109285.0,23.2,3.81,2361.0,8337.49,0.1,208257.0,11.75,,,,74.53,729.0
6,Jordan,7922.14166109116,69.94,-9.0,199367.0,57891.0,1.13,,5403594.0,38829.0,0.1888,5.3,81.48,10269022,109285.0,23.2,3.81,2361.0,8337.49,0.1,208257.0,11.75,,,,74.53,729.0
11,Jordan,18031.2652211238,48.51,17.0,4630983.0,4293498.0,1.19,,15290191.0,,0.2886,3.5,34.26,10269022,109285.0,23.2,3.81,2361.0,8337.49,0.1,208257.0,11.75,,,,74.53,729.0
9,Kazakhstan,11592.0373204556,55.12,8.0,5144799.0,3232019.0,1.11,,,,,,62.96,18994958,6681.0,30.6,6991.0,4625.0,24055588.0,0.1,466792.0,7.11,7.0,43.1,98999.0,73.6,825.0
10,Kazakhstan,12189.2469925675,53.73,-4.0,9122522.0,8575170.0,1.45,,,,,,76.85,18994958,6681.0,30.6,6991.0,4625.0,24055588.0,0.1,466792.0,7.11,7.0,43.1,98999.0,73.6,825.0
2,Kenya,635.934343440476,64.92,-17.0,,,1.12,,310330.0,6371.0,0.1188,8.4,75.93,54985702,87324.0,20.0,2686.0,1528.0,2993028.0,36.8,218637.0,2.92,1.2,20.4,24651.0,66.7,601.0
3,Kenya,1027.97872849384,60.2,2.0,,,1.07,,,,0.1628,6.1,51.85,54985702,87324.0,20.0,2686.0,1528.0,2993028.0,36.8,218637.0,2.92,1.2,20.4,24651.0,66.7,601.0
5,Kenya,1245.27963931452,63.4,5.0,104626.0,42.0,1.17,,,,215.0,4.7,56.02,54985702,87324.0,20.0,2686.0,1528.0,2993028.0,36.8,218637.0,2.92,1.2,20.4,24651.0,66.7,601.0
8,Kenya,1225.45423250516,67.81,30.0,1192418.0,729667.0,1.14,,,,0.2371,4.2,72.22,54985702,87324.0,20.0,2686.0,1528.0,2993028.0,36.8,218637.0,2.92,1.2,20.4,24651.0,66.7,601.0
9,Kenya,2359.07361607105,54.72,61.0,6026414.0,3957505.0,1.43,,,,0.3541,2.8,55.56,54985702,87324.0,20.0,2686.0,1528.0,2993028.0,36.8,218637.0,2.92,1.2,20.4,24651.0,66.7,601.0
8,Kuwait,1742.50866803555,72.76,16.0,1667658.0,888361.0,1.03,,2976536.0,14887.0,0.1226,8.2,60.19,4328553,232128.0,33.7,2345.0,1114.0,65530537.0,,132235.0,15.84,2.7,37.0,,75.49,806.0
10,Kuwait,5621.37610179432,57.64,22.0,3419874.0,3214682.0,1.15,,6853435.0,31198.0,0.1867,5.4,49.07,4328553,232128.0,33.7,2345.0,1114.0,65530537.0,,132235.0,15.84,2.7,37.0,,75.49,806.0
9,Latvia,9630.70573971243,39.87,-27.0,1344936.0,1264240.0,1.1,1145.0,6373017.0,9431.0,0.4174,2.4,54.63,1866934,31212.0,43.9,19754.0,14136.0,25063846.0,0.7,350.06,4.91,25.6,51.0,,75.29,866.0
6,Lebanon,4447.78525832895,72.41,-54.0,0.0,0.0,1.17,,,,,,90.74,6769151,594561.0,31.1,8514.0,5.43,13367565.0,,266591.0,12.71,26.9,40.7,,78.93,744.0
10,Lebanon,6441.83389209792,53.95,-2.0,2406732.0,1920783.0,1.19,,,,,,50.0,6769151,594561.0,31.1,8514.0,5.43,13367565.0,,266591.0,12.71,26.9,40.7,,78.93,744.0
11,Lebanon,7595.21012989,54.71,-2.0,2451432.0,2026672.0,1.07,,,,,,50.0,6769151,594561.0,31.1,8514.0,5.43,13367565.0,,266591.0,12.71,26.9,40.7,,78.93,744.0
4,Libya,935.584114004976,32.67,6.0,,,1.07,,,6002.0,,,78.7,6958538,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,72.91,0.724
9,Libya,2407.45036871177,42.27,31.0,593360.0,44010.0,1.16,,,,,,64.81,6958538,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,72.91,0.724
13,Libya,3219.49342535848,32.55,88.0,2068994.0,1014822.0,1.3,,,11053.0,,,51.85,6958538,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,72.91,0.724
5,Lithuania,2807.3272008869,72.63,-47.0,0.0,0.0,1.09,2432.0,1509055.0,10648.0,0.229,4.4,74.07,2689862,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,75.93,0.882
7,Lithuania,1169.82827004783,51.23,-23.0,714536.0,314788.0,1.03,1109.0,2938704.0,19712.0,0.062,16.1,41.67,2689862,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,75.93,0.882
8,Lithuania,2810.54863923316,44.96,-10.0,1810358.0,1701737.0,1.09,1702.0,5762569.0,27180.0,0.137,7.3,50.0,2689862,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,75.93,0.882
9,Lithuania,10195.9459481776,49.26,-19.0,1951798.0,1834690.0,1.22,1350.0,7699769.0,32891.0,0.438,2.3,53.7,2689862,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,75.93,0.882
3,Malawi,92.877702803618,64.09,-14.0,,,1.23,,20974.0,317.0,0.2104,4.8,60.19,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,64.26,0.483
6,Malawi,819.39429999405,72.93,-28.0,0.0,0.0,1.47,,118488.0,,0.3472,2.9,51.85,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,64.26,0.483
8,Malawi,669.714494567982,68.9,-6.0,389790.0,55169.0,1.27,,,,0.2958,3.4,45.37,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,64.26,0.483
9,Malawi,753.962304336264,67.9,51.0,1467666.0,672819.0,1.63,,,,0.7866,1.3,39.81,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,64.26,0.483
7,Malaysia,4146.97931741269,84.1,-42.0,0.0,3.0,1.14,4289.0,6555646.0,76939.0,0.0536,18.7,77.31,32776195,96254.0,29.9,6293.0,3407.0,26808164.0,0.1,260942.0,16.74,1.0,42.4,,76.16,0.81
9,Malaysia,21283.1350931281,84.59,-35.0,18773239.0,13289575.0,1.04,13852.0,25030815.0,125901.0,0.1353,7.4,67.59,32776195,96254.0,29.9,6293.0,3407.0,26808164.0,0.1,260942.0,16.74,1.0,42.4,,76.16,0.81
11,Malaysia,28870.3762207923,77.05,-8.0,27190377.0,25558954.0,1.08,7391.0,52151893.0,148904.0,0.1493,6.7,54.17,32776195,96254.0,29.9,6293.0,3407.0,26808164.0,0.1,260942.0,16.74,1.0,42.4,,76.16,0.81
12,Maldives,1375.56944203278,70.46,-37.0,309605.0,152512.0,1.21,,820824.0,7259.0,0.3134,3.2,,543620,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,78.92,0.74
17,Maldives,2351.56054025108,63.31,-21.0,400204.0,369606.0,1.35,,2027196.0,7019.0,0.3299,3.0,,543620,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,78.92,0.74
2,Mauritania,161.506036721823,29.65,-15.0,,,1.3,,,,0.1064,9.4,77.78,4775110,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,64.92,0.546
6,Mauritania,202.348326681181,38.54,-1.0,0.0,0.0,1.28,,,,0.1379,7.2,59.26,4775110,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,64.92,0.546
9,Mauritania,304.087294773922,25.85,18.0,203087.0,18582.0,1.19,,,,0.1792,5.6,36.11,4775110,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,64.92,0.546
11,Mauritania,827.531543586673,26.39,29.0,1213696.0,797785.0,1.69,,,,0.5458,1.8,39.81,4775110,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,64.92,0.546
6,Mexico,16287.7555136769,85.54,-36.0,489628.0,11402.0,1.09,,4158986.0,46401.0,395.0,2.5,71.76,130262220,66444.0,29.3,6857.0,4321.0,17336469.0,2.5,152783.0,13.06,6.9,21.4,87847.0,75.05,779.0
8,Mexico,17872.0000679989,81.47,-2.0,54125533.0,29046598.0,1.06,,8951837.0,15386.0,0.39,2.6,67.13,130262220,66444.0,29.3,6857.0,4321.0,17336469.0,2.5,152783.0,13.06,6.9,21.4,87847.0,75.05,779.0
10,Mexico,39479.9346858634,79.61,3.0,83529476.0,76432854.0,1.36,,13698104.0,38952.0,689.0,1.5,38.89,130262220,66444.0,29.3,6857.0,4321.0,17336469.0,2.5,152783.0,13.06,6.9,21.4,87847.0,75.05,779.0
5,Moldova,1407.34414960725,68.73,-25.0,0.0,0.0,1.05,,,1981.0,0.418,2.4,57.41,4024025,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,71.9,0.75
6,Moldova,1537.62055168947,70.27,-30.0,109552.0,102978.0,1.04,,,2602.0,0.3417,2.9,65.74,4024025,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,71.9,0.75
7,Moldova,1541.28755268395,59.34,-11.0,632897.0,594923.0,1.05,,,9264.0,0.193,5.2,42.59,4024025,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,71.9,0.75
8,Moldova,3825.48838129885,60.8,-24.0,714110.0,671263.0,1.28,,,13270.0,,,50.93,4024025,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,71.9,0.75
13,Mongolia,6920.66960195156,51.39,58.0,2279246.0,2126575.0,1.13,,3962539.0,8033.0,0.7772,1.3,37.04,3329282,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,69.87,0.737
15,Mongolia,6973.89687363015,51.39,64.0,2297913.0,2160038.0,1.37,,,,0.3388,3.0,37.5,3329282,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,69.87,0.737
5,Montenegro,584.54765203517,37.32,-29.0,,,1.16,,,,,,,628051,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,76.88,0.829
9,Montenegro,587.280961649847,29.53,3.0,206977.0,177650.0,1.23,,,,,,,628051,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,76.88,0.829
12,Montenegro,2099.05207014084,41.68,-10.0,285540.0,268408.0,1.4,,,,,,,628051,46.28,39.1,14.762,9.395,16409.288,1.0,387.305,10.08,44.0,47.9,,76.88,0.829
4,Morocco,4967.59802948965,54.86,-20.0,,,1.11,,3576692.0,23565.0,246.0,4.1,66.2,37344787,80.08,29.6,6769.0,4209.0,7485013.0,1.0,419146.0,7.14,0.8,47.1,,76.68,686.0
6,Morocco,9006.72893097263,47.55,-3.0,15354231.0,11069848.0,1.2,,7320718.0,18852.0,0.2341,4.3,59.26,37344787,80.08,29.6,6769.0,4209.0,7485013.0,1.0,419146.0,7.14,0.8,47.1,,76.68,686.0
7,Morocco,6698.63027310049,31.26,-3.0,24727353.0,23113322.0,1.29,,,,0.2324,4.3,68.52,37344787,80.08,29.6,6769.0,4209.0,7485013.0,1.0,419146.0,7.14,0.8,47.1,,76.68,686.0
6,Mozambique,867.848921064231,74.47,-28.0,0.0,0.0,1.11,,341004.0,2077.0,0.3191,3.1,59.26,32163045,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,60.85,0.456
7,Mozambique,1679.43069517924,82.74,1.0,374854.0,319153.0,1.11,,712961.0,5650.0,0.3191,3.1,56.48,32163045,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,60.85,0.456
8,Mozambique,2566.71342358565,70.32,53.0,8745030.0,6200296.0,1.4,,,,0.6282,1.6,37.04,32163045,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,60.85,0.456
7,Myanmar,1436.89052544919,71.67,-51.0,,,1.05,,1059035.0,21585.0,0.0794,12.6,79.63,54806014,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,67.13,0.583
9,Myanmar,5390.14332584941,78.57,-81.0,3403622.0,1688311.0,1.21,,3018423.0,16590.0,0.3678,2.7,66.2,54806014,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,67.13,0.583
4,Namibia,445.025706004422,75.66,-30.0,0.0,0.0,1.19,,204698.0,2238.0,0.2517,4.0,38.89,2587344,3.078,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,63.71,0.646
8,Namibia,1551.96283982743,67.18,-15.0,119571.0,24242.0,1.13,,529147.0,7602.0,0.3816,2.6,76.85,2587344,3.078,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,63.71,0.646
10,Namibia,895.826657503008,67.18,40.0,391319.0,329279.0,1.36,,851949.0,3710.0,0.2785,3.6,28.7,2587344,3.078,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,63.71,0.646
11,Namibia,431.791477797759,67.18,40.0,465580.0,419425.0,0.76,,,,0.6535,1.5,23.15,2587344,3.078,22.0,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,63.71,0.646
4,Nepal,3443.92246063654,63.98,-36.0,,,1.15,,1269605.0,15438.0,0.225,4.4,63.89,29674920,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,70.78,0.602
6,Nepal,8477.88170380903,74.2,-68.0,2103276.0,397188.0,1.15,,2712562.0,19474.0,0.463,2.2,94.44,29674920,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,70.78,0.602
9,Nepal,6544.82709706718,61.8,12.0,16222908.0,12862002.0,1.62,,6026307.0,20187.0,0.445,2.2,62.96,29674920,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,70.78,0.602
11,Netherlands,96114.2833962525,43.02,-23.0,13518626.0,12339230.0,1.63,1133.0,26421826.0,121636.0,607.0,1.6,58.33,17173094,508544.0,43.2,18779.0,11881.0,48472545.0,,109361.0,5.29,24.4,27.3,,82.28,944.0
1,Niger,34.668205546037,30.87,-13.0,,,1.12,,,,,,61.11,25130810,16.955,15.1,2.553,1.378,926.0,44.5,238.339,2.42,0.1,15.4,8.978,62.42,0.394
7,Niger,59.9266644243227,46.89,-2.0,0.0,0.0,1.16,,,,,,31.48,25130810,16.955,15.1,2.553,1.378,926.0,44.5,238.339,2.42,0.1,15.4,8.978,62.42,0.394
15,Niger,63.6662712208106,39.34,43.0,1579329.0,509737.0,1.02,,,,,,16.67,25130810,16.955,15.1,2.553,1.378,926.0,44.5,238.339,2.42,0.1,15.4,8.978,62.42,0.394
1,Nigeria,604.056448782881,38.79,-19.0,,,1.09,,,,0.2577,3.9,80.09,211400704,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,54.69,0.539
6,Nigeria,1528.17023154832,37.83,-8.0,0.0,0.0,1.06,,1198758.0,6892.0,0.1101,9.1,58.33,211400704,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,54.69,0.539
10,Nigeria,1418.36091740201,32.9,52.0,9347335.0,4268525.0,1.28,,,,0.1783,5.6,37.96,211400704,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,54.69,0.539
5,North Macedonia,1059.72861769209,71.82,-30.0,,,1.08,,296802.0,2930.0,0.3528,2.8,,2082661,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,75.8,0.774
6,North Macedonia,1089.9598867333,84.24,-25.0,7573.0,6074.0,1.1,,624644.0,4445.0,0.2995,3.3,,2082661,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,75.8,0.774
7,North Macedonia,907.437418568308,61.71,-11.0,674917.0,503401.0,1.32,,,,0.1088,9.2,,2082661,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,75.8,0.774
9,North Macedonia,1658.90061478271,61.71,-14.0,848540.0,797628.0,1.14,,,,0.2684,3.7,,2082661,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,75.8,0.774
2,Oman,1459.45941377681,77.43,-24.0,,,1.05,,,,,,87.96,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,77.86,0.813
5,Oman,1218.37897474692,82.77,-20.0,183699.0,19019.0,1.17,,,,,,80.56,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,77.86,0.813
6,Oman,1948.39652452877,75.67,-13.0,785730.0,205881.0,1.16,,,,,,75.0,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,77.86,0.813
9,Oman,2116.61556470032,62.11,5.0,3191795.0,2972459.0,1.31,,,,,,57.41,5223376,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,77.86,0.813
1,Pakistan,5370.95956373863,57.34,-26.0,,,1.25,,868565.0,29546.0,0.2206,4.5,61.11,225199929,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,67.27,0.557
3,Pakistan,3063.15366775019,44.15,3.0,0.0,0.0,1.08,,5672166.0,44627.0,0.073,13.7,64.35,225199929,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,67.27,0.557
5,Pakistan,5323.16701374427,55.63,-4.0,1673333.0,0.0,1.06,,11272531.0,68002.0,0.0858,11.7,78.24,225199929,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,67.27,0.557
6,Pakistan,4517.21525894823,46.59,24.0,28299814.0,9266521.0,1.17,,,,0.0845,11.8,70.37,225199929,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,67.27,0.557
9,Pakistan,6643.18712198391,40.48,47.0,104319527.0,80512728.0,1.29,,24691005.0,51063.0,0.1222,8.2,65.28,225199929,255.573,23.5,4.495,2.78,5034.708,4.0,423.031,8.35,2.8,36.7,59.607,67.27,0.557
5,Panama,3271.95376197721,93.99,-65.0,0.0,0.0,1.04,,1339495.0,11022.0,0.2707,3.7,76.85,4381583,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,78.51,0.815
8,Panama,8618.24558887635,86.15,-19.0,3169050.0,2840645.0,1.32,,4970406.0,32909.0,0.3525,2.8,42.59,4381583,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,78.51,0.815
10,Panama,3167.38040636615,69.17,-3.0,3169050.0,2978907.0,1.18,,6153400.0,,0.2544,3.9,30.56,4381583,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,,78.51,0.815
5,Philippines,4186.75690036829,86.15,-54.0,,,1.13,,1903145.0,36674.0,0.1353,7.4,79.63,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,71.23,0.718
9,Philippines,10210.3261614755,86.42,-49.0,952131.0,95038.0,1.08,,10145453.0,61506.0,0.2018,5.0,81.02,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,71.23,0.718
11,Philippines,20055.9093574956,84.92,-35.0,25833034.0,16794545.0,1.08,,18658987.0,61993.0,0.2707,3.7,75.46,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,71.23,0.718
12,Philippines,30336.8343911611,80.37,-25.0,74210646.0,55195486.0,1.45,,24860536.0,52822.0,0.4443,2.3,64.81,111046910,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,71.23,0.718
5,Poland,23485.5145511528,78.64,-34.0,,,1.16,21640.0,,,0.3961,2.5,75.0,37797000,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,78.73,0.88
7,Poland,26170.4731483359,73.34,-28.0,3889970.0,1992611.0,1.19,29071.0,,,0.3144,3.2,75.93,37797000,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,78.73,0.88
8,Poland,23061.3086699784,50.66,2.0,20931123.0,19675255.0,1.07,21332.0,,,0.2477,4.0,44.44,37797000,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,78.73,0.88
9,Poland,44473.918646628,50.91,-9.0,22375211.0,21032698.0,1.24,15447.0,,,0.3204,3.1,45.37,37797000,124.027,41.8,16.763,10.202,27216.445,,227.331,5.91,23.3,33.1,,78.73,0.88
4,Portugal,5810.10450820418,82.89,-33.0,,,1.19,3040.0,4072707.0,37497.0,0.1545,6.5,63.89,10167923,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,82.05,0.864
5,Portugal,11677.0448683311,90.17,-60.0,233931.0,29625.0,1.19,5922.0,6866929.0,63079.0,0.192,5.2,87.96,10167923,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,82.05,0.864
8,Portugal,53459.5849979904,74.94,-18.0,9609500.0,9032930.0,1.18,2249.0,33752598.0,343411.0,0.1826,5.5,35.19,10167923,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,82.05,0.864
10,Portugal,24890.1708411097,54.14,0.0,9673781.0,9093354.0,1.15,,42536539.0,52655.0,0.4343,2.3,13.89,10167923,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,82.05,0.864
2,Qatar,1770.98169008783,82.23,-41.0,,,1.15,,,,,,83.33,2930524,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,80.23,0.848
7,Qatar,928.018394910769,85.07,-20.0,791057.0,445205.0,1.13,,328208.0,14493.0,,,85.19,2930524,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,80.23,0.848
9,Qatar,3645.23391735465,77.18,-9.0,2488451.0,2339144.0,1.32,,4714999.0,39432.0,,,69.44,2930524,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,80.23,0.848
3,Romania,8248.81094733365,84.45,-30.0,,,1.11,,,,0.2672,3.7,66.67,19127772,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,76.05,0.828
5,Romania,5511.48235732682,81.68,-26.0,1853223.0,883117.0,1.09,12668.0,6814013.0,,0.1694,5.9,63.89,19127772,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,76.05,0.828
6,Romania,14416.524273778,62.51,-17.0,6338749.0,5689257.0,1.11,20003.0,,,0.2335,4.3,55.56,19127772,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,76.05,0.828
7,Romania,27318.260317919,66.24,-20.0,8891673.0,7986889.0,1.24,11875.0,,,0.3442,2.9,47.22,19127772,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,76.05,0.828
3,Russia,27795.9908990787,67.44,-11.0,48643.0,85052.0,1.03,,86704613.0,312930.0,0.0601,16.6,47.69,145912022,8823.0,39.6,14178.0,9393.0,24765954.0,0.1,431297.0,6.18,23.4,58.3,,72.58,824.0
7,Russia,177274.930516075,49.37,-14.0,78683904.0,70894990.0,1.2,,,,0.1911,5.2,40.28,145912022,8823.0,39.6,14178.0,9393.0,24765954.0,0.1,431297.0,6.18,23.4,58.3,,72.58,824.0
8,Rwanda,290.638769317449,58.22,-59.0,0.0,0.0,1.25,,830808.0,8293.0,0.0568,17.6,74.07,13276517,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.543
12,Rwanda,1146.60181435578,58.22,-33.0,480856.0,295263.0,1.14,,,,0.0772,12.9,54.63,13276517,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.543
13,Rwanda,1053.4625101543,58.22,48.0,7754483.0,5703437.0,1.48,,4026937.0,16504.0,0.0627,15.9,80.56,13276517,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,69.02,0.543
2,Saudi Arabia,3929.0171660739,80.26,-32.0,,,1.14,,1265587.0,26016.0,0.1938,5.2,81.94,35340680,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,75.13,0.854
7,Saudi Arabia,1314.75446333707,79.5,-8.0,16145755.0,1561506.0,1.04,,21902140.0,104573.0,0.0135,74.0,53.7,35340680,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,75.13,0.854
10,Saudi Arabia,5097.62538446687,71.16,5.0,25268976.0,23502788.0,1.35,,35935167.0,212169.0,0.032,31.2,75.93,35340680,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,75.13,0.854
6,Senegal,129.111498731699,55.59,-29.0,,,1.13,,127005.0,1842.0,0.0955,10.5,32.41,17196308,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,67.94,0.512
7,Senegal,308.880859894383,61.37,-27.0,0.0,0.0,1.07,,355408.0,2361.0,0.1349,7.4,50.46,17196308,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,67.94,0.512
8,Senegal,808.315110443535,47.14,7.0,619772.0,262240.0,1.23,,630382.0,2125.0,0.3082,3.2,28.7,17196308,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,67.94,0.512
9,Senegal,468.408459546132,34.15,11.0,1335223.0,969429.0,1.57,,956176.0,1986.0,0.2464,4.1,26.85,17196308,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,67.94,0.512
3,Serbia,7041.93604584096,62.39,-33.0,0.0,0.0,1.14,7611.0,1822488.0,22069.0,0.3623,2.8,60.19,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,76.0,0.806
4,Serbia,4824.94358885935,55.78,-30.0,1321818.0,865018.0,1.07,5899.0,3277390.0,14474.0,0.3094,3.2,54.63,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,76.0,0.806
