location,n_pico,peak_date,peak_magnitude,mask_use,mobility,vaccination_1_dose,vaccination_full,iso_code,continent,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Ireland,6,2021-01-29,"51,20187531","73,79",-61,155863,38431,IRL,Europe,193892,"1373,286",3214,"49,143","38911,446","250,256","275,599","645,005","9,432","9,862","0,64",211,"42,345",1552,"311,465",,,,,3041348,21943,"610,357","4,404",19821,"3,978","0,07","14,3",tests performed,194409,155978,38434,,13101,6840,"3,9","3,13","0,77",,1373,1782,"0,036","87,96",4982904,"69,874","38,7","13,928","8,678","67335,293","0,2","126,459","3,28",23,"25,7",,"2,96","82,3","0,955",,,,
Israel,3,2020-10-08,"35,85960417","81,42",-50,,,ISR,Asia,286095,"4421,857",1893,"34,714","30792,703","404,155","475,929","203,746","5,059","3,736","0,72",282,"30,352",1859,"200,086",141,"15,176",1515,"163,061",3866006,46843,"416,102","5,042",41989,"4,519","0,105","9,5",people tested,,,,,,,,,,,,,,"85,19",9291000,"402,606","30,6","11,733","7,359","33132,32","0,5","93,32","6,74","15,4","35,4",,"2,99","82,97","0,919",,,,
Israel,4,2021-01-24,"55,78461841","83,3",-49,2693541,1164899,ISR,Asia,597403,"6530,571",4419,"59,143","64299,107","370,466","702,892","475,622","8,395","6,366","0,93",396,"42,622",2315,"249,166",201,"21,634",1847,"198,795",10116441,52960,"1088,843","5,7",75714,"8,149","0,093","10,8",people tested,3814088,2649115,1164973,,209809,181186,"41,05","28,51","12,54",,19501,62363,"0,671","85,19",9291000,"402,606","30,6","11,733","7,359","33132,32","0,5","93,32","6,74","15,4","35,4",,"2,99","82,97","0,919","3347,3","6,7","19,91","360,2733828"
Israel,7,2021-09-06,"26,36279709","58,59",-11,6096655,5547900,ISR,Asia,1117596,"8015,429",7205,"23,143","120288,021",0,"862,709","775,482",0,"2,491","0,97",211,"22,71",1346,"144,871",100,"10,763",1308,"140,781",23087810,179873,"2484,965","19,36",136462,"14,688","0,068","14,7",people tested,14295181,6053436,5549360,2692385,28307,86403,"153,86","65,15","59,73","28,98",9300,6594,"0,071","59,26",9291000,"402,606","30,6","11,733","7,359","33132,32","0,5","93,32","6,74","15,4","35,4",,"2,99","82,97","0,919",,,,
Israel,10,2022-02-04,"57,06316853","57,06",-18,6742379,6109571,ISR,Asia,3111300,"58029,143",9111,"73,143","334872,457","1666,99","6245,737","980,626","10,548","7,872","0,8",349,"37,563",3468,"373,264",217,"23,356",3489,"375,525",44254583,150056,"4763,167","16,151",214729,"23,112","0,265","3,8",people tested,17949803,6699122,6111576,5139105,4360,9207,"193,2","72,1","65,78","55,31",991,413,"0,004","56,48",9291000,"402,606","30,6","11,733","7,359","33132,32","0,5","93,32","6,74","15,4","35,4",,"2,99","82,97","0,919",,,,
Italy,1,2020-03-29,"730,7938529","60,93",-79,,,ITA,Europe,97689,"5507,286",10779,"757,571","1618,239","86,421","91,229","178,556","12,523","12,549","1,06",3906,"64,704",31292,"518,359",,,15229,"252,272",454030,24504,"7,521","0,406",27947,"0,463","0,1971","5,1",tests performed,,,,,,,,,,,,,,"85,19",60367471,"205,859","47,9","23,021","16,24","35220,084",2,"113,151","4,78","19,8","27,8",,"3,18","83,51","0,892","17233,3","9,33","85,62","285,4732808"
Italy,3,2020-11-29,"715,7415945","92,97",-40,,,ITA,Europe,1585178,"25187,143",54904,"725,857","26258,811","342,005","417,23","909,496","8,962","12,024","0,81",3753,"62,169",36632,"606,817",,,12397,"205,359",21814575,176934,"361,363","2,931",203714,"3,375","0,1236","8,1",tests performed,,,,,,,,,,,,,,"82,41",60367471,"205,859","47,9","23,021","16,24","35220,084",2,"113,151","4,78","19,8","27,8",,"3,18","83,51","0,892","84044,2","14,29","55,66","1392,210053"
Italy,5,2021-04-05,"440,077237","90,67",-40,8028059,3561767,ITA,Europe,3678944,19141,111326,"425,143","60942,49","176,916","317,075","1844,139","4,903","7,043","0,82",3737,"61,904",32522,"538,734",1649,"27,316",11300,"187,187",51302838,102795,"849,842","1,703",293265,"4,858","0,0653","15,3",tests performed,11590437,8028961,3561709,,171656,235843,"19,2","13,3","5,9",,3907,170585,"0,283","83,33",60367471,"205,859","47,9","23,021","16,24","35220,084",2,"113,151","4,78","19,8","27,8",,"3,18","83,51","0,892",,,,
Italy,7,2022-01-29,"367,8199195","82,02",-17,50398358,46014053,ITA,Europe,10821375,"148597,714",145914,374,"179258,379","2276,507","2461,553","2417,096","6,245","6,195","0,83",1588,"26,306",21224,"351,58",856,"14,18",10022,"166,017",169335244,999490,"2805,074","16,557",1008863,"16,712","0,1473","6,8",tests performed,127642560,50139169,46013431,32996629,528311,506515,"211,44","83,06","76,22","54,66",8391,42054,"0,07","76,85",60367471,"205,859","47,9","23,021","16,24","35220,084",2,"113,151","4,78","19,8","27,8",,"3,18","83,51","0,892",,,,
Jamaica,5,2020-09-27,"3,883231355","72,24",-26,,,JAM,North America,6017,147,89,"3,143","2023,567","54,818","49,437","29,931","0,336","1,057","1,02",,,,,,,,,77336,646,"26,009","0,217",634,"0,213","0,2319","4,3",samples tested,,,,,,,,,,,,,,75,2973462,"266,879","31,4","9,684","6,39","8193,571",,"206,537","11,28","5,3","28,6","66,425","1,7","74,47","0,734",,,,
Jamaica,12,2021-05-17,"7,605169372","34,13",-22,147915,10184,JAM,North America,47396,"87,714",863,"7,714","15939,669","25,896","29,499","290,234","1,009","2,594","0,86",,,,,,,,,,,,,1537,"0,517","0,0571","17,5",samples tested,,,,,,1033,,,,,347,449,"0,015","76,85",2973462,"266,879","31,4","9,684","6,39","8193,571",,"206,537","11,28","5,3","28,6","66,425","1,7","74,47","0,734",,,,
Jamaica,15,2021-09-01,"16,33436991","77,03",-7,411755,145171,JAM,North America,68482,"664,429",1549,"16,857","23031,066","118,044","223,453","520,942","10,426","5,669","1,11",,,,,,,,,550980,1685,"185,299","0,567",1805,"0,607","0,3681","2,7",samples tested,550010,409492,145171,,7122,7576,"18,5","13,77","4,88",,2548,7365,"0,248","74,07",2973462,"266,879","31,4","9,684","6,39","8193,571",,"206,537","11,28","5,3","28,6","66,425","1,7","74,47","0,734",,,,
Jamaica,18,2022-01-25,"8,164913065","77,03",-1,743167,613112,JAM,North America,121436,"921,429",2609,"8,286","40839,937","253,576","309,884","877,428","3,363","2,787","0,84",,,,,,,,,785810,2625,"264,274","0,883",2715,"0,913","0,3394","2,9",samples tested,1291923,740904,613112,18784,,3282,"43,45","24,92","20,62","0,63",1104,1122,"0,038","74,07",2973462,"266,879","31,4","9,684","6,39","8193,571",,"206,537","11,28","5,3","28,6","66,425","1,7","74,47","0,734",,,,
Japan,4,2021-02-01,"92,77161241","93,72",-30,0,0,JPN,Asia,392533,"3329,143",5833,"91,286","3114,086","14,224","26,411","46,275","0,635","0,724","0,69",,,,,,,,,6437467,67269,"51,07","0,534",61322,"0,486","0,0543","18,4",people tested,,,,,,,,,,,,,,"49,54",126050796,"347,778","48,2","27,049","18,493","39002,223",,"79,37","5,72","11,2","33,7",,"13,05","84,63","0,919",,,,
Japan,5,2021-05-19,"102,0921409","93,75",-28,6605930,2697254,JPN,Asia,699227,5643,11958,"108,286","5547,184","45,942","44,768","94,867","0,77","0,859","0,92",1821,"14,447",17372,"137,817",,,,,12745461,149234,"101,114","1,184",93715,"0,743","0,0602","16,6",people tested,9298103,6566691,2731412,,652204,441392,"7,38","5,21","2,17",,3502,273977,"0,217","49,07",126050796,"347,778","48,2","27,049","18,493","39002,223",,"79,37","5,72","11,2","33,7",,"13,05","84,63","0,919",,,,
Japan,6,2021-09-09,"59,90764295",93,-27,78670101,63077767,JPN,Asia,1619873,"12465,286",16635,62,"12850,954","82,475","98,891","131,971","0,698","0,492","0,6",,,,,,,,,21997153,120520,"174,51","0,956",121746,"0,966","0,1024","9,8",people tested,146934507,81171925,65762582,,1129896,1178693,"116,57","64,4","52,17",,9351,702610,"0,557","52,31",126050796,"347,778","48,2","27,049","18,493","39002,223",,"79,37","5,72","11,2","33,7",,"13,05","84,63","0,919",,,,
Japan,7,2022-02-24,"221,4364047","92,41",-23,101987388,95868145,JPN,Asia,4753558,"71916,571",22791,"219,143","37711,448","485,138","570,536","180,808","1,634","1,739","0,79",,,,,,,,,36805681,184714,"291,991","1,465",167782,"1,331","0,4286","2,3",people tested,227676822,101811113,100348065,25517644,972397,915271,"180,62","80,77","79,61","20,24",7261,10068,"0,008","47,22",126050796,"347,778","48,2","27,049","18,493","39002,223",,"79,37","5,72","11,2","33,7",,"13,05","84,63","0,919",,,,
